COLOMBO,154
KALUTARA,38
GAMPAHA,47
PUTTALAM,35
KURUNEGALA,29
JAFFNA,7
KANDY,21
ANURADHAPURA,13
RATNAPURA,7
KEGALLE,10
MONERAGALA,5
HAMBANTOTA,4
BADULLA,2
MATARA,1
KALMUNAI,2
VAVUNIA,1
TRINCOMALEE,4
GALLE,1
BATTICOLOA,1
MATALE,4
POLONNARUWA,3
AMPARA,2
NUWARAELIYA,1
KILINOCHCHI,0
MANNAR,0
MULLATIVU,0
