COLOMBO,45
PUTTALAM,34
KALUTARA,27
GAMPAHA,22
KANDY,7
JAFFNA,7
RATNAPURA,5
KURUNEGALA,3
MATARA,2
GALLE,1
KEGALLE,1
BATTICOLOA,1
BADULLA,1
KALMUNAI,1
MATALE,0
NUWARAELIYA,0
HAMBANTOTA,0
KILINOCHCHI,0
MANNAR,0
VAVUNIA,0
MULLATIVU,0
AMPARA,0
TRINCOMALEE,0
ANURADHAPURA,0
POLONNARUWA,0
MONERAGALA,0
