COLOMBO,155
KALUTARA,63
PUTTALAM,39
GAMPAHA,41
JAFFNA,16
KURUNEGALA,15
KANDY,11
ANURADHAPURA,10
RATNAPURA,7
KEGALLE,7
MONERAGALA,4
HAMBANTOTA,3
MATARA,2
KALMUNAI,2
BADULLA,2
VAVUNIA,2
GALLE,1
BATTICOLOA,1
MATALE,1
POLONNARUWA,1
TRINCOMALEE,1
NUWARAELIYA,0
KILINOCHCHI,0
MANNAR,0
MULLATIVU,0
AMPARA,0
