Istanbul,223
Western Marmara,11
Aegean,103
Eastern Marmara,81
Western Anatolia,408
Mediterranean,125
Central Anatolia,219
Western Blacksea,102
Eastern Blacksea,42
Northeastern Anatolia,70
Mideastern Anatolia,167
Southeastern Anatolia,153
