Istanbul,297
Western Marmara,7
Aegean,84
Eastern Marmara,115
Western Anatolia,183
Mediterranean,68
Central Anatolia,22
Western Blacksea,22
Eastern Blacksea,10
Northeastern Anatolia,15
Mideastern Anatolia,48
Southeastern Anatolia,327
