Istanbul,173
Western Marmara,11
Aegean,72
Eastern Marmara,86
Western Anatolia,221
Mediterranean,96
Central Anatolia,75
Western Blacksea,67
Eastern Blacksea,44
Northeastern Anatolia,65
Mideastern Anatolia,65
Southeastern Anatolia,209
