Istanbul,443
Western Marmara,24
Aegean,147
Eastern Marmara,200
Western Anatolia,255
Mediterranean,105
Central Anatolia,112
Western Blacksea,80
Eastern Blacksea,31
Northeastern Anatolia,41
Mideastern Anatolia,84
Southeastern Anatolia,127
