Istanbul,174
Western Marmara,11
Aegean,80
Eastern Marmara,70
Western Anatolia,194
Mediterranean,97
Central Anatolia,94
Western Blacksea,65
Eastern Blacksea,37
Northeastern Anatolia,48
Mideastern Anatolia,95
Southeastern Anatolia,227
