Istanbul,375
Western Marmara,9
Aegean,91
Eastern Marmara,120
Western Anatolia,186
Mediterranean,57
Central Anatolia,25
Western Blacksea,27
Eastern Blacksea,15
Northeastern Anatolia,15
Mideastern Anatolia,47
Southeastern Anatolia,335
