Istanbul,765
Western Marmara,57
Aegean,269
Eastern Marmara,303
Western Anatolia,206
Mediterranean,169
Central Anatolia,95
Western Blacksea,120
Eastern Blacksea,38
Northeastern Anatolia,54
Mideastern Anatolia,88
Southeastern Anatolia,180
