Istanbul,169
Western Marmara,14
Aegean,94
Eastern Marmara,85
Western Anatolia,359
Mediterranean,133
Central Anatolia,214
Western Blacksea,99
Eastern Blacksea,27
Northeastern Anatolia,57
Mideastern Anatolia,154
Southeastern Anatolia,121
