Istanbul,145
Western Marmara,9
Aegean,82
Eastern Marmara,74
Western Anatolia,247
Mediterranean,101
Central Anatolia,172
Western Blacksea,71
Eastern Blacksea,43
Northeastern Anatolia,78
Mideastern Anatolia,92
Southeastern Anatolia,196
