Istanbul,218
Western Marmara,8
Aegean,123
Eastern Marmara,94
Western Anatolia,419
Mediterranean,164
Central Anatolia,215
Western Blacksea,106
Eastern Blacksea,44
Northeastern Anatolia,69
Mideastern Anatolia,160
Southeastern Anatolia,152
