Drâa-Tafilalet,586
Eddakhla-Oued Eddahab,5
Guelmim-Oued Noun,46
Laayoune-Sakia El Hamra,5
Beni Mellal-Khénifra,127
Marrakech-Safi,1568
Oriental,196
Rabat-Salé-Kénitra,787
Souss-Massa,90
Casablanca-Settat,2883
Fés-Meknés,1042
Tanger-Tétouan-Al Hoceima,1275
