Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 926.295;  17.064;   1.772;     396
Sjælland; 350.249;   4.354;     652;     130
Syddanmark; 504.694;   3.847;     349;      39
Midtjylland; 575.231;   6.303;     490;      73
Nordjylland; 265.498;   2.473;     216;      39
I alt i Danmark;2.621.967;  34.041;   3.479;     677
