Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 179.023;   6.549;   1.143;     325
Sjælland;  67.565;   1.834;     474;     116
Syddanmark;  89.831;     998;     240;      33
Midtjylland;  94.509;   1.591;     287;      69
Nordjylland;  47.835;     438;     100;      22
I alt i Danmark; 478.763;  11.410;   2.244;     565
