Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 266.560;   7.123;   1.193;     351
Sjælland;  98.829;   1.984;     486;     123
Syddanmark; 125.945;   1.033;     250;      35
Midtjylland; 132.632;   1.628;     290;      69
Nordjylland;  64.934;     496;     104;      22
I alt i Danmark; 688.900;  12.264;   2.323;     600
