Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.028.415;  24.892;   2.037;     424
Sjælland; 391.405;   6.158;     718;     131
Syddanmark; 570.200;   6.277;     438;      52
Midtjylland; 646.076;   9.487;     584;      77
Nordjylland; 300.100;   4.336;     274;      49
I alt i Danmark;2.936.196;  51.150;   4.051;     733
