Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 344.115;   7.391;   1.358;     354
Sjælland; 124.452;   2.034;     547;     124
Syddanmark; 158.647;   1.049;     255;      35
Midtjylland; 169.833;   1.660;     316;      69
Nordjylland;  90.835;     573;     133;      25
