Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 440.285;   7.901;   1.394;     360
Sjælland; 157.269;   2.211;     563;     125
Syddanmark; 203.226;   1.116;     258;      35
Midtjylland; 221.558;   1.748;     321;      69
Nordjylland; 116.811;     624;     141;      26
I alt i Danmark;1.139.149;  13.600;   2.677;     615
