Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 884.806;  15.666;   1.704;     386
Sjælland; 332.315;   4.033;     641;     129
Syddanmark; 481.572;   3.302;     332;      38
Midtjylland; 545.045;   5.283;     452;      73
Nordjylland; 253.048;   2.075;     200;      37
I alt i Danmark;2.496.786;  30.359;   3.329;     663
