Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 810.305;  13.491;   1.594;     377
Sjælland; 299.616;   3.409;     620;     129
Syddanmark; 438.113;   2.631;     302;      37
Midtjylland; 499.785;   4.131;     406;      71
Nordjylland; 231.273;   1.617;     187;      33
I alt i Danmark;2.279.092;  25.279;   3.109;     647
