Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 425.945;   7.827;   1.388;     360
Sjælland; 151.688;   2.152;     558;     124
Syddanmark; 196.340;   1.092;     258;      35
Midtjylland; 213.034;   1.713;     318;      69
Nordjylland; 112.413;     612;     140;      25
I alt i Danmark;1.099.420;  13.396;   2.662;     613
