Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 953.153;  18.842;   1.843;     405
Sjælland; 361.427;   4.717;     668;     130
Syddanmark; 522.252;   4.494;     370;      47
Midtjylland; 593.287;   7.200;     520;      73
Nordjylland; 273.640;   2.896;     226;      42
I alt i Danmark;2.703.759;  38.149;   3.627;     697
