Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 256.577;   7.073;   1.194;     349
Sjælland;  94.785;   1.971;     485;     123
Syddanmark; 121.001;   1.032;     250;      35
Midtjylland; 127.977;   1.618;     290;      69
Nordjylland;  61.860;     478;     104;      22
I alt i Danmark; 662.200;  12.172;   2.323;     598
