Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 833.399;  14.165;   1.623;     379
Sjælland; 308.719;   3.614;     626;     129
Syddanmark; 449.509;   2.818;     309;      37
Midtjylland; 511.173;   4.434;     413;      71
Nordjylland; 238.055;   1.719;     191;      33
I alt i Danmark;2.340.855;  26.750;   3.162;     649
