Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 847.099;  14.588;   1.643;     380
Sjælland; 314.584;   3.725;     627;     129
Syddanmark; 457.755;   2.908;     315;      37
Midtjylland; 519.332;   4.664;     419;      71
Nordjylland; 242.096;   1.787;     192;      33
I alt i Danmark;2.380.866;  27.672;   3.196;     650
