Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 522.096;   8.395;   1.408;     363
Sjælland; 191.029;   2.431;     580;     127
Syddanmark; 248.834;   1.261;     261;      35
Midtjylland; 302.222;   2.723;     347;      70
Nordjylland; 142.779;     723;     144;      26
I alt i Danmark;1.406.960;  15.533;   2.740;     621
