Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 290.539;   7.272;   1.201;     353
Sjælland; 106.123;   2.022;     490;     123
Syddanmark; 135.051;   1.037;     251;      35
Midtjylland; 142.450;   1.635;     291;      69
Nordjylland;  72.677;     512;     107;      23
I alt i Danmark; 746.840;  12.478;   2.340;     603
