Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 221.749;   6.887;   1.183;     347
Sjælland;  83.940;   1.939;     482;     120
Syddanmark; 107.469;   1.019;     249;      35
Midtjylland; 113.600;   1.607;     290;      69
Nordjylland;  56.205;     436;     102;      22
I alt i Danmark; 582.963;  11.888;   2.306;     593
