Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 969.776;  20.106;   1.866;     410
Sjælland; 367.514;   4.981;     675;     130
Syddanmark; 532.832;   4.873;     377;      50
Midtjylland; 605.274;   7.721;     523;      74
Nordjylland; 279.145;   3.238;     232;      44
I alt i Danmark;2.754.541;  40.919;   3.673;     708
