Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.021.549;  24.299;   2.024;     422
Sjælland; 388.890;   5.992;     707;     131
Syddanmark; 566.812;   6.132;     433;      52
Midtjylland; 642.836;   9.280;     581;      76
Nordjylland; 298.462;   4.233;     267;      48
I alt i Danmark;2.918.549;  49.936;   4.012;     729
