Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.009.252;  23.178;   1.980;     418
Sjælland; 384.013;   5.748;     697;     131
Syddanmark; 558.693;   5.822;     420;      52
Midtjylland; 634.692;   8.905;     573;      76
Nordjylland; 293.870;   4.016;     259;      47
I alt i Danmark;2.880.520;  47.669;   3.929;     724
