Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 162.182;   6.360;   1.127;     322
Sjælland;  61.089;   1.803;     466;     116
Syddanmark;  80.829;     984;     240;      32
Midtjylland;  85.149;   1.585;     284;      69
Nordjylland;  43.395;     430;     100;      22
I alt i Danmark; 432.644;  11.162;   2.217;     561
