Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 792.383;  12.886;   1.572;     374
Sjælland; 293.054;   3.250;     611;     128
Syddanmark; 428.817;   2.470;     295;      37
Midtjylland; 491.506;   3.932;     399;      71
Nordjylland; 225.388;   1.510;     181;      33
I alt i Danmark;2.231.148;  24.048;   3.058;     643
