Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 992.663;  21.871;   1.933;     415
Sjælland; 377.278;   5.391;     688;     131
Syddanmark; 546.906;   5.412;     398;      51
Midtjylland; 621.936;   8.340;     555;      76
Nordjylland; 287.232;   3.669;     250;      46
I alt i Danmark;2.826.015;  44.683;   3.824;     719
