Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 359.584;   7.435;   1.361;     356
Sjælland; 129.244;   2.040;     549;     124
Syddanmark; 165.859;   1.052;     256;      35
Midtjylland; 178.055;   1.665;     316;      69
Nordjylland;  95.737;     583;     136;      25
I alt i Danmark; 928.479;  12.775;   2.618;     609
