Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.053.062;  26.758;   2.098;     426
Sjælland; 402.651;   6.734;     742;     136
Syddanmark; 584.799;   6.858;     464;      53
Midtjylland; 661.155;  10.260;     613;      80
Nordjylland; 309.581;   4.644;     288;      52
I alt i Danmark;3.011.248;  55.254;   4.205;     747
