Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 203.230;   6.760;   1.173;     337
Sjælland;  77.364;   1.892;     477;     118
Syddanmark; 100.876;   1.010;     244;      34
Midtjylland; 106.385;   1.599;     289;      69
Nordjylland;  53.170;     436;     101;      22
I alt i Danmark; 541.025;  11.697;   2.284;     580
