Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 377.313;   7.528;   1.369;     357
Sjælland; 135.350;   2.066;     549;     124
Syddanmark; 173.940;   1.059;     256;      35
Midtjylland; 186.947;   1.674;     316;      69
Nordjylland; 100.692;     592;     139;      25
I alt i Danmark; 974.242;  12.919;   2.629;     610
