Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 296.139;   7.316;   1.206;     353
Sjælland; 108.565;   2.023;     494;     123
Syddanmark; 137.817;   1.037;     251;      35
Midtjylland; 144.994;   1.635;     293;      69
Nordjylland;  74.650;     520;     111;      23
I alt i Danmark; 762.165;  12.531;   2.355;     603
