Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 745.228;  11.448;   1.522;     368
Sjælland; 277.729;   3.011;     605;     127
Syddanmark; 408.266;   2.194;     285;      37
Midtjylland; 472.953;   3.637;     388;      71
Nordjylland; 209.164;   1.269;     170;      32
I alt i Danmark;2.113.340;  21.559;   2.970;     635
