Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 911.928;  16.462;   1.733;     391
Sjælland; 344.031;   4.188;     649;     130
Syddanmark; 495.899;   3.566;     340;      39
Midtjylland; 563.977;   5.934;     471;      73
Nordjylland; 260.908;   2.293;     208;      38
I alt i Danmark;2.576.743;  32.443;   3.401;     671
