Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden; 355.226;   7.418;   1.360;     356
Sjælland; 127.815;   2.035;     548;     124
Syddanmark; 164.138;   1.051;     255;      35
Midtjylland; 176.080;   1.662;     316;      69
Nordjylland;  94.897;     579;     136;      25
I alt i Danmark; 918.156;  12.745;   2.615;     609
