Datums;AdministrativiTeritorialasVienibasNosaukums;ATVK;ApstiprinataCOVID19infekcija;AktivaCOVID19infekcija;;;
2020.07.09.;Rīga;0010000;595;54;;;
2020.07.09.;Rojas novads;0888301;0;0;;;
2020.07.09.;Ropažu novads;0808400;no 1 līdz 5;0;;;
2020.07.09.;Rucavas novads;0648500;0;0;;;
2020.07.09.;Rugāju novads;0387500;no 1 līdz 5;0;;;
2020.07.09.;Rundāles novads;0407700;0;0;;;
2020.07.09.;Rūjienas novads;0961600;no 1 līdz 5;0;;;
2020.07.09.;Salacgrīvas novads;0661400;no 1 līdz 5;0;;;
2020.07.09.;Salas novads;0568700;0;0;;;
2020.07.09.;Salaspils novads;0801200;21;no 1 līdz 5;;;
2020.07.09.;Saldus novads;0840200;no 1 līdz 5;no 1 līdz 5;;;
2020.07.09.;Saulkrastu novads;0801400;no 1 līdz 5;0;;;
2020.07.09.;Sējas novads;0809200;no 1 līdz 5;0;;;
2020.07.09.;Siguldas novads;0801601;11;no 1 līdz 5;;;
2020.07.09.;Skrīveru novads;0328200;no 1 līdz 5;0;;;
2020.07.09.;Skrundas novads;0621200;no 1 līdz 5;0;;;
2020.07.09.;Smiltenes novads;0941600;13;0;;;
2020.07.09.;Stopiņu novads;0809600;14;no 1 līdz 5;;;
2020.07.09.;Strenču novads;0941800;0;0;;;
2020.07.09.;Talsu novads;0880200;no 1 līdz 5;0;;;
2020.07.09.;Tērvetes novads;0468900;0;0;;;
2020.07.09.;Tukuma novads;0900200;6;0;;;
2020.07.09.;Vaiņodes novads;0649300;0;0;;;
2020.07.09.;Valkas novads;0940200;6;no 1 līdz 5;;;
2020.07.09.;Valmiera;0250000;29;0;;;
2020.07.09.;Varakļānu novads;0701800;0;0;;;
2020.07.09.;Vārkavas novads;0769101;0;0;;;
2020.07.09.;Vecpiebalgas novads;0429300;no 1 līdz 5;0;;;
2020.07.09.;Vecumnieku novads;0409500;no 1 līdz 5;0;;;
2020.07.09.;Ventspils;0270000;no 1 līdz 5;no 1 līdz 5;;;
2020.07.09.;Ventspils novads;0980200;no 1 līdz 5;0;;;
2020.07.09.;Viesītes novads;0561800;0;0;;;
2020.07.09.;Viļakas novads;0381600;0;0;;;
2020.07.09.;Viļānu novads;0781800;0;0;;;
2020.07.09.;Zilupes novads;0681801;0;0;;;
2020.07.10.;Adrese nav norādīta;Nav;0;0;;;
2020.07.10.;Aglonas novads;0604300;0;0;;;
2020.07.10.;Aizkraukles novads;0320200;7;0;;;
2020.07.10.;Aizputes novads;0640600;no 1 līdz 5;0;;;
2020.07.10.;Aknīstes novads;0560800;0;0;;;
2020.07.10.;Alojas novads;0661000;no 1 līdz 5;0;;;
2020.07.10.;Alsungas novads;0624200;no 1 līdz 5;0;;;
2020.07.10.;Alūksnes novads;0360200;no 1 līdz 5;0;;;
2020.07.10.;Amatas novads;0424701;no 1 līdz 5;0;;;
2020.07.10.;Apes novads;0360800;0;0;;;
2020.07.10.;Auces novads;0460800;0;0;;;
2020.07.10.;Ādažu novads;0804400;no 1 līdz 5;0;;;
2020.07.10.;Babītes novads;0804900;11;0;;;
2020.07.10.;Baldones novads;0800600;no 1 līdz 5;0;;;
2020.07.10.;Baltinavas novads;0384400;0;0;;;
2020.07.10.;Balvu novads;0380200;0;0;;;
2020.07.10.;Bauskas novads;0400200;17;8;;;
2020.07.10.;Beverīnas novads;0964700;no 1 līdz 5;0;;;
2020.07.10.;Brocēnu novads;0840601;0;0;;;
2020.07.10.;Burtnieku novads;0967101;no 1 līdz 5;no 1 līdz 5;;;
2020.07.10.;Carnikavas novads;0805200;no 1 līdz 5;0;;;
2020.07.10.;Cesvaines novads;0700800;0;0;;;
2020.07.10.;Cēsu novads;0420200;8;0;;;
2020.07.10.;Ciblas novads;0684901;no 1 līdz 5;no 1 līdz 5;;;
2020.07.10.;Dagdas novads;0601000;no 1 līdz 5;0;;;
2020.07.10.;Daugavpils;0050000;15;no 1 līdz 5;;;
2020.07.10.;Daugavpils novads;0440200;no 1 līdz 5;0;;;
2020.07.10.;Dobeles novads;0460200;no 1 līdz 5;0;;;
2020.07.10.;Dundagas novads;0885100;0;0;;;
2020.07.10.;Durbes novads;0640801;no 1 līdz 5;0;;;
2020.07.10.;Engures novads;0905100;no 1 līdz 5;0;;;
2020.07.10.;Ērgļu novads;0705500;0;0;;;
2020.07.10.;Garkalnes novads;0806000;13;no 1 līdz 5;;;
2020.07.10.;Grobiņas novads;0641000;no 1 līdz 5;0;;;
2020.07.10.;Gulbenes novads;0500200;0;0;;;
2020.07.10.;Iecavas novads;0406400;no 1 līdz 5;0;;;
2020.07.10.;Ikšķiles novads;0740600;no 1 līdz 5;0;;;
2020.07.10.;Ilūkstes novads;0440801;0;0;;;
2020.07.10.;Inčukalna novads;0801800;0;0;;;
2020.07.10.;Jaunjelgavas novads;0321000;0;0;;;
2020.07.10.;Jaunpiebalgas novads;0425700;0;0;;;
2020.07.10.;Jaunpils novads;0905700;0;0;;;
2020.07.10.;Jelgava;0090000;27;no 1 līdz 5;;;
2020.07.10.;Jelgavas novads;0540200;8;no 1 līdz 5;;;
2020.07.10.;Jēkabpils;0110000;no 1 līdz 5;0;;;
2020.07.10.;Jēkabpils novads;0560200;0;0;;;
2020.07.10.;Jūrmala;0130000;40;no 1 līdz 5;;;
2020.07.10.;Kandavas novads;0901201;0;0;;;
2020.07.10.;Kārsavas novads;0681000;no 1 līdz 5;0;;;
2020.07.10.;Kocēnu novads;0960200;13;no 1 līdz 5;;;
2020.07.10.;Kokneses novads;0326100;no 1 līdz 5;0;;;
2020.07.10.;Krāslavas novads;0600202;0;0;;;
2020.07.10.;Krimuldas novads;0806900;0;0;;;
2020.07.10.;Krustpils novads;0566900;no 1 līdz 5;0;;;
2020.07.10.;Kuldīgas novads;0620200;6;0;;;
2020.07.10.;Ķeguma novads;0741001;no 1 līdz 5;0;;;
2020.07.10.;Ķekavas novads;0800800;19;0;;;
2020.07.10.;Lielvārdes novads;0741401;10;0;;;
2020.07.10.;Liepāja;0170000;29;no 1 līdz 5;;;
2020.07.10.;Limbažu novads;0660200;15;0;;;
2020.07.10.;Līgatnes novads;0421200;no 1 līdz 5;0;;;
2020.07.10.;Līvānu novads;0761201;0;0;;;
2020.07.10.;Lubānas novads;0701400;0;0;;;
2020.07.10.;Ludzas novads;0680200;no 1 līdz 5;no 1 līdz 5;;;
2020.07.10.;Madonas novads;0700200;no 1 līdz 5;no 1 līdz 5;;;
2020.07.10.;Mazsalacas novads;0961000;no 1 līdz 5;0;;;
2020.07.10.;Mālpils novads;0807400;no 1 līdz 5;0;;;
2020.07.10.;Mārupes novads;0807600;14;0;;;
2020.07.10.;Mērsraga novads;0887600;no 1 līdz 5;0;;;
2020.07.10.;Naukšēnu novads;0967300;0;0;;;
2020.07.10.;Neretas novads;0327100;no 1 līdz 5;0;;;
2020.07.10.;Nīcas novads;0647900;0;0;;;
2020.07.10.;Ogres novads;0740202;10;no 1 līdz 5;;;
2020.07.10.;Olaines novads;0801000;13;no 1 līdz 5;;;
2020.07.10.;Ozolnieku novads;0546701;10;no 1 līdz 5;;;
2020.07.10.;Pārgaujas novads;0427500;no 1 līdz 5;0;;;
2020.07.10.;Pāvilostas novads;0641401;0;0;;;
2020.07.10.;Pļaviņu novads;0321400;0;0;;;
2020.07.10.;Preiļu novads;0760202;no 1 līdz 5;0;;;
2020.07.10.;Priekules novads;0641600;no 1 līdz 5;0;;;
2020.07.10.;Priekuļu novads;0427300;46;7;;;
2020.07.10.;Raunas novads;0427700;no 1 līdz 5;0;;;
2020.07.10.;Rēzekne;0210000;no 1 līdz 5;no 1 līdz 5;;;
2020.07.10.;Rēzeknes novads;0780200;no 1 līdz 5;0;;;
2020.07.10.;Riebiņu novads;0766300;no 1 līdz 5;0;;;
2020.07.10.;Rīga;0010000;605;64;;;
2020.07.10.;Rojas novads;0888301;0;0;;;
2020.07.10.;Ropažu novads;0808400;no 1 līdz 5;0;;;
2020.07.10.;Rucavas novads;0648500;0;0;;;
2020.07.10.;Rugāju novads;0387500;no 1 līdz 5;0;;;
2020.07.10.;Rundāles novads;0407700;0;0;;;
2020.07.10.;Rūjienas novads;0961600;no 1 līdz 5;0;;;
2020.07.10.;Salacgrīvas novads;0661400;no 1 līdz 5;0;;;
2020.07.10.;Salas novads;0568700;0;0;;;
2020.07.10.;Salaspils novads;0801200;21;no 1 līdz 5;;;
2020.07.10.;Saldus novads;0840200;no 1 līdz 5;no 1 līdz 5;;;
2020.07.10.;Saulkrastu novads;0801400;no 1 līdz 5;0;;;
2020.07.10.;Sējas novads;0809200;no 1 līdz 5;0;;;
2020.07.10.;Siguldas novads;0801601;11;no 1 līdz 5;;;
2020.07.10.;Skrīveru novads;0328200;no 1 līdz 5;0;;;
2020.07.10.;Skrundas novads;0621200;no 1 līdz 5;0;;;
2020.07.10.;Smiltenes novads;0941600;13;0;;;
2020.07.10.;Stopiņu novads;0809600;14;no 1 līdz 5;;;
2020.07.10.;Strenču novads;0941800;0;0;;;
2020.07.10.;Talsu novads;0880200;no 1 līdz 5;0;;;
2020.07.10.;Tērvetes novads;0468900;0;0;;;
2020.07.10.;Tukuma novads;0900200;6;0;;;
2020.07.10.;Vaiņodes novads;0649300;0;0;;;
2020.07.10.;Valkas novads;0940200;6;no 1 līdz 5;;;
2020.07.10.;Valmiera;0250000;29;0;;;
2020.07.10.;Varakļānu novads;0701800;0;0;;;
2020.07.10.;Vārkavas novads;0769101;0;0;;;
2020.07.10.;Vecpiebalgas novads;0429300;no 1 līdz 5;0;;;
2020.07.10.;Vecumnieku novads;0409500;no 1 līdz 5;0;;;
2020.07.10.;Ventspils;0270000;no 1 līdz 5;no 1 līdz 5;;;
2020.07.10.;Ventspils novads;0980200;no 1 līdz 5;0;;;
2020.07.10.;Viesītes novads;0561800;0;0;;;
2020.07.10.;Viļakas novads;0381600;0;0;;;
2020.07.10.;Viļānu novads;0781800;0;0;;;
2020.07.10.;Zilupes novads;0681801;0;0;;;
2020.07.11.;Adrese nav norādīta;Nav;0;0;;;
2020.07.11.;Aglonas novads;0604300;0;0;;;
2020.07.11.;Aizkraukles novads;0320200;7;0;;;
2020.07.11.;Aizputes novads;0640600;no 1 līdz 5;0;;;
2020.07.11.;Aknīstes novads;0560800;0;0;;;
2020.07.11.;Alojas novads;0661000;no 1 līdz 5;0;;;
2020.07.11.;Alsungas novads;0624200;no 1 līdz 5;0;;;
2020.07.11.;Alūksnes novads;0360200;no 1 līdz 5;0;;;
2020.07.11.;Amatas novads;0424701;no 1 līdz 5;0;;;
2020.07.11.;Apes novads;0360800;0;0;;;
2020.07.11.;Auces novads;0460800;0;0;;;
2020.07.11.;Ādažu novads;0804400;no 1 līdz 5;0;;;
2020.07.11.;Babītes novads;0804900;12;no 1 līdz 5;;;
2020.07.11.;Baldones novads;0800600;no 1 līdz 5;0;;;
2020.07.11.;Baltinavas novads;0384400;0;0;;;
2020.07.11.;Balvu novads;0380200;0;0;;;
2020.07.11.;Bauskas novads;0400200;17;8;;;
2020.07.11.;Beverīnas novads;0964700;no 1 līdz 5;0;;;
2020.07.11.;Brocēnu novads;0840601;0;0;;;
2020.07.11.;Burtnieku novads;0967101;no 1 līdz 5;no 1 līdz 5;;;
2020.07.11.;Carnikavas novads;0805200;no 1 līdz 5;0;;;
2020.07.11.;Cesvaines novads;0700800;0;0;;;
2020.07.11.;Cēsu novads;0420200;8;0;;;
2020.07.11.;Ciblas novads;0684901;no 1 līdz 5;no 1 līdz 5;;;
2020.07.11.;Dagdas novads;0601000;no 1 līdz 5;0;;;
2020.07.11.;Daugavpils;0050000;15;no 1 līdz 5;;;
2020.07.11.;Daugavpils novads;0440200;no 1 līdz 5;0;;;
2020.07.11.;Dobeles novads;0460200;no 1 līdz 5;0;;;
2020.07.11.;Dundagas novads;0885100;0;0;;;
2020.07.11.;Durbes novads;0640801;no 1 līdz 5;0;;;
2020.07.11.;Engures novads;0905100;no 1 līdz 5;0;;;
2020.07.11.;Ērgļu novads;0705500;0;0;;;
2020.07.11.;Garkalnes novads;0806000;13;no 1 līdz 5;;;
2020.07.11.;Grobiņas novads;0641000;no 1 līdz 5;0;;;
2020.07.11.;Gulbenes novads;0500200;0;0;;;
2020.07.11.;Iecavas novads;0406400;no 1 līdz 5;0;;;
2020.07.11.;Ikšķiles novads;0740600;no 1 līdz 5;0;;;
2020.07.11.;Ilūkstes novads;0440801;0;0;;;
2020.07.11.;Inčukalna novads;0801800;0;0;;;
2020.07.11.;Jaunjelgavas novads;0321000;0;0;;;
2020.07.11.;Jaunpiebalgas novads;0425700;0;0;;;
2020.07.11.;Jaunpils novads;0905700;0;0;;;
2020.07.11.;Jelgava;0090000;27;no 1 līdz 5;;;
2020.07.11.;Jelgavas novads;0540200;8;no 1 līdz 5;;;
2020.07.11.;Jēkabpils;0110000;no 1 līdz 5;0;;;
2020.07.11.;Jēkabpils novads;0560200;0;0;;;
2020.07.11.;Jūrmala;0130000;41;no 1 līdz 5;;;
2020.07.11.;Kandavas novads;0901201;0;0;;;
2020.07.11.;Kārsavas novads;0681000;no 1 līdz 5;0;;;
2020.07.11.;Kocēnu novads;0960200;14;no 1 līdz 5;;;
2020.07.11.;Kokneses novads;0326100;no 1 līdz 5;0;;;
2020.07.11.;Krāslavas novads;0600202;0;0;;;
2020.07.11.;Krimuldas novads;0806900;0;0;;;
2020.07.11.;Krustpils novads;0566900;no 1 līdz 5;0;;;
2020.07.11.;Kuldīgas novads;0620200;6;0;;;
2020.07.11.;Ķeguma novads;0741001;no 1 līdz 5;0;;;
2020.07.11.;Ķekavas novads;0800800;19;0;;;
2020.07.11.;Lielvārdes novads;0741401;10;0;;;
2020.07.11.;Liepāja;0170000;30;6;;;
2020.07.11.;Limbažu novads;0660200;15;0;;;
2020.07.11.;Līgatnes novads;0421200;no 1 līdz 5;0;;;
2020.07.11.;Līvānu novads;0761201;0;0;;;
2020.07.11.;Lubānas novads;0701400;0;0;;;
2020.07.11.;Ludzas novads;0680200;no 1 līdz 5;no 1 līdz 5;;;
2020.07.11.;Madonas novads;0700200;no 1 līdz 5;no 1 līdz 5;;;
2020.07.11.;Mazsalacas novads;0961000;no 1 līdz 5;0;;;
2020.07.11.;Mālpils novads;0807400;no 1 līdz 5;0;;;
2020.07.11.;Mārupes novads;0807600;14;0;;;
2020.07.11.;Mērsraga novads;0887600;no 1 līdz 5;0;;;
2020.07.11.;Naukšēnu novads;0967300;0;0;;;
2020.07.11.;Neretas novads;0327100;no 1 līdz 5;0;;;
2020.07.11.;Nīcas novads;0647900;0;0;;;
2020.07.11.;Ogres novads;0740202;10;no 1 līdz 5;;;
2020.07.11.;Olaines novads;0801000;13;no 1 līdz 5;;;
2020.07.11.;Ozolnieku novads;0546701;10;no 1 līdz 5;;;
2020.07.11.;Pārgaujas novads;0427500;no 1 līdz 5;0;;;
2020.07.11.;Pāvilostas novads;0641401;0;0;;;
2020.07.11.;Pļaviņu novads;0321400;0;0;;;
2020.07.11.;Preiļu novads;0760202;no 1 līdz 5;0;;;
2020.07.11.;Priekules novads;0641600;no 1 līdz 5;0;;;
2020.07.11.;Priekuļu novads;0427300;46;7;;;
2020.07.11.;Raunas novads;0427700;no 1 līdz 5;0;;;
2020.07.11.;Rēzekne;0210000;no 1 līdz 5;no 1 līdz 5;;;
2020.07.11.;Rēzeknes novads;0780200;no 1 līdz 5;0;;;
2020.07.11.;Riebiņu novads;0766300;no 1 līdz 5;0;;;
2020.07.11.;Rīga;0010000;610;69;;;
2020.07.11.;Rojas novads;0888301;0;0;;;
2020.07.11.;Ropažu novads;0808400;no 1 līdz 5;0;;;
2020.07.11.;Rucavas novads;0648500;0;0;;;
2020.07.11.;Rugāju novads;0387500;no 1 līdz 5;0;;;
2020.07.11.;Rundāles novads;0407700;0;0;;;
2020.07.11.;Rūjienas novads;0961600;no 1 līdz 5;0;;;
2020.07.11.;Salacgrīvas novads;0661400;no 1 līdz 5;0;;;
2020.07.11.;Salas novads;0568700;0;0;;;
2020.07.11.;Salaspils novads;0801200;21;no 1 līdz 5;;;
2020.07.11.;Saldus novads;0840200;no 1 līdz 5;no 1 līdz 5;;;
2020.07.11.;Saulkrastu novads;0801400;no 1 līdz 5;0;;;
2020.07.11.;Sējas novads;0809200;no 1 līdz 5;0;;;
2020.07.11.;Siguldas novads;0801601;11;no 1 līdz 5;;;
2020.07.11.;Skrīveru novads;0328200;no 1 līdz 5;0;;;
2020.07.11.;Skrundas novads;0621200;no 1 līdz 5;0;;;
2020.07.11.;Smiltenes novads;0941600;13;0;;;
2020.07.11.;Stopiņu novads;0809600;14;no 1 līdz 5;;;
2020.07.11.;Strenču novads;0941800;0;0;;;
2020.07.11.;Talsu novads;0880200;no 1 līdz 5;0;;;
2020.07.11.;Tērvetes novads;0468900;0;0;;;
2020.07.11.;Tukuma novads;0900200;6;0;;;
2020.07.11.;Vaiņodes novads;0649300;0;0;;;
2020.07.11.;Valkas novads;0940200;6;no 1 līdz 5;;;
2020.07.11.;Valmiera;0250000;29;0;;;
2020.07.11.;Varakļānu novads;0701800;0;0;;;
2020.07.11.;Vārkavas novads;0769101;0;0;;;
2020.07.11.;Vecpiebalgas novads;0429300;no 1 līdz 5;0;;;
2020.07.11.;Vecumnieku novads;0409500;no 1 līdz 5;0;;;
2020.07.11.;Ventspils;0270000;no 1 līdz 5;no 1 līdz 5;;;
2020.07.11.;Ventspils novads;0980200;no 1 līdz 5;0;;;
2020.07.11.;Viesītes novads;0561800;0;0;;;
2020.07.11.;Viļakas novads;0381600;0;0;;;
2020.07.11.;Viļānu novads;0781800;0;0;;;
2020.07.11.;Zilupes novads;0681801;0;0;;;
2020.07.12.;Adrese nav norādīta;Nav;0;0;;;
2020.07.12.;Aglonas novads;0604300;0;0;;;
2020.07.12.;Aizkraukles novads;0320200;7;0;;;
2020.07.12.;Aizputes novads;0640600;no 1 līdz 5;0;;;
2020.07.12.;Aknīstes novads;0560800;0;0;;;
2020.07.12.;Alojas novads;0661000;no 1 līdz 5;0;;;
2020.07.12.;Alsungas novads;0624200;no 1 līdz 5;0;;;
2020.07.12.;Alūksnes novads;0360200;no 1 līdz 5;0;;;
2020.07.12.;Amatas novads;0424701;no 1 līdz 5;0;;;
2020.07.12.;Apes novads;0360800;0;0;;;
2020.07.12.;Auces novads;0460800;0;0;;;
2020.07.12.;Ādažu novads;0804400;no 1 līdz 5;0;;;
2020.07.12.;Babītes novads;0804900;12;no 1 līdz 5;;;
2020.07.12.;Baldones novads;0800600;no 1 līdz 5;0;;;
2020.07.12.;Baltinavas novads;0384400;0;0;;;
2020.07.12.;Balvu novads;0380200;0;0;;;
2020.07.12.;Bauskas novads;0400200;17;8;;;
2020.07.12.;Beverīnas novads;0964700;no 1 līdz 5;0;;;
2020.07.12.;Brocēnu novads;0840601;0;0;;;
2020.07.12.;Burtnieku novads;0967101;no 1 līdz 5;no 1 līdz 5;;;
2020.07.12.;Carnikavas novads;0805200;no 1 līdz 5;0;;;
2020.07.12.;Cesvaines novads;0700800;0;0;;;
2020.07.12.;Cēsu novads;0420200;8;0;;;
2020.07.12.;Ciblas novads;0684901;no 1 līdz 5;no 1 līdz 5;;;
2020.07.12.;Dagdas novads;0601000;no 1 līdz 5;0;;;
2020.07.12.;Daugavpils;0050000;15;no 1 līdz 5;;;
2020.07.12.;Daugavpils novads;0440200;no 1 līdz 5;0;;;
2020.07.12.;Dobeles novads;0460200;no 1 līdz 5;0;;;
2020.07.12.;Dundagas novads;0885100;0;0;;;
2020.07.12.;Durbes novads;0640801;no 1 līdz 5;0;;;
2020.07.12.;Engures novads;0905100;no 1 līdz 5;0;;;
2020.07.12.;Ērgļu novads;0705500;0;0;;;
2020.07.12.;Garkalnes novads;0806000;13;no 1 līdz 5;;;
2020.07.12.;Grobiņas novads;0641000;no 1 līdz 5;0;;;
2020.07.12.;Gulbenes novads;0500200;0;0;;;
2020.07.12.;Iecavas novads;0406400;no 1 līdz 5;0;;;
2020.07.12.;Ikšķiles novads;0740600;no 1 līdz 5;0;;;
2020.07.12.;Ilūkstes novads;0440801;0;0;;;
2020.07.12.;Inčukalna novads;0801800;0;0;;;
2020.07.12.;Jaunjelgavas novads;0321000;0;0;;;
2020.07.12.;Jaunpiebalgas novads;0425700;0;0;;;
2020.07.12.;Jaunpils novads;0905700;0;0;;;
2020.07.12.;Jelgava;0090000;27;no 1 līdz 5;;;
2020.07.12.;Jelgavas novads;0540200;8;no 1 līdz 5;;;
2020.07.12.;Jēkabpils;0110000;no 1 līdz 5;0;;;
2020.07.12.;Jēkabpils novads;0560200;0;0;;;
2020.07.12.;Jūrmala;0130000;41;no 1 līdz 5;;;
2020.07.12.;Kandavas novads;0901201;0;0;;;
2020.07.12.;Kārsavas novads;0681000;no 1 līdz 5;0;;;
2020.07.12.;Kocēnu novads;0960200;14;no 1 līdz 5;;;
2020.07.12.;Kokneses novads;0326100;no 1 līdz 5;0;;;
2020.07.12.;Krāslavas novads;0600202;0;0;;;
2020.07.12.;Krimuldas novads;0806900;0;0;;;
2020.07.12.;Krustpils novads;0566900;no 1 līdz 5;0;;;
2020.07.12.;Kuldīgas novads;0620200;6;0;;;
2020.07.12.;Ķeguma novads;0741001;no 1 līdz 5;0;;;
2020.07.12.;Ķekavas novads;0800800;19;0;;;
2020.07.12.;Lielvārdes novads;0741401;10;0;;;
2020.07.12.;Liepāja;0170000;30;6;;;
2020.07.12.;Limbažu novads;0660200;15;0;;;
2020.07.12.;Līgatnes novads;0421200;no 1 līdz 5;0;;;
2020.07.12.;Līvānu novads;0761201;0;0;;;
2020.07.12.;Lubānas novads;0701400;0;0;;;
2020.07.12.;Ludzas novads;0680200;no 1 līdz 5;no 1 līdz 5;;;
2020.07.12.;Madonas novads;0700200;no 1 līdz 5;no 1 līdz 5;;;
2020.07.12.;Mazsalacas novads;0961000;no 1 līdz 5;0;;;
2020.07.12.;Mālpils novads;0807400;no 1 līdz 5;0;;;
2020.07.12.;Mārupes novads;0807600;14;0;;;
2020.07.12.;Mērsraga novads;0887600;no 1 līdz 5;0;;;
2020.07.12.;Naukšēnu novads;0967300;0;0;;;
2020.07.12.;Neretas novads;0327100;no 1 līdz 5;0;;;
2020.07.12.;Nīcas novads;0647900;0;0;;;
2020.07.12.;Ogres novads;0740202;10;no 1 līdz 5;;;
2020.07.12.;Olaines novads;0801000;13;no 1 līdz 5;;;
2020.07.12.;Ozolnieku novads;0546701;10;no 1 līdz 5;;;
2020.07.12.;Pārgaujas novads;0427500;no 1 līdz 5;0;;;
2020.07.12.;Pāvilostas novads;0641401;0;0;;;
2020.07.12.;Pļaviņu novads;0321400;0;0;;;
2020.07.12.;Preiļu novads;0760202;no 1 līdz 5;0;;;
2020.07.12.;Priekules novads;0641600;no 1 līdz 5;0;;;
2020.07.12.;Priekuļu novads;0427300;46;7;;;
2020.07.12.;Raunas novads;0427700;no 1 līdz 5;0;;;
2020.07.12.;Rēzekne;0210000;no 1 līdz 5;no 1 līdz 5;;;
2020.07.12.;Rēzeknes novads;0780200;no 1 līdz 5;0;;;
2020.07.12.;Riebiņu novads;0766300;no 1 līdz 5;0;;;
2020.07.12.;Rīga;0010000;610;69;;;
2020.07.12.;Rojas novads;0888301;0;0;;;
2020.07.12.;Ropažu novads;0808400;no 1 līdz 5;0;;;
2020.07.12.;Rucavas novads;0648500;0;0;;;
2020.07.12.;Rugāju novads;0387500;no 1 līdz 5;0;;;
2020.07.12.;Rundāles novads;0407700;0;0;;;
2020.07.12.;Rūjienas novads;0961600;no 1 līdz 5;0;;;
2020.07.12.;Salacgrīvas novads;0661400;no 1 līdz 5;0;;;
2020.07.12.;Salas novads;0568700;0;0;;;
2020.07.12.;Salaspils novads;0801200;21;no 1 līdz 5;;;
2020.07.12.;Saldus novads;0840200;no 1 līdz 5;no 1 līdz 5;;;
2020.07.12.;Saulkrastu novads;0801400;no 1 līdz 5;0;;;
2020.07.12.;Sējas novads;0809200;no 1 līdz 5;0;;;
2020.07.12.;Siguldas novads;0801601;11;no 1 līdz 5;;;
2020.07.12.;Skrīveru novads;0328200;no 1 līdz 5;0;;;
2020.07.12.;Skrundas novads;0621200;no 1 līdz 5;0;;;
2020.07.12.;Smiltenes novads;0941600;13;0;;;
2020.07.12.;Stopiņu novads;0809600;14;no 1 līdz 5;;;
2020.07.12.;Strenču novads;0941800;0;0;;;
2020.07.12.;Talsu novads;0880200;no 1 līdz 5;0;;;
2020.07.12.;Tērvetes novads;0468900;0;0;;;
2020.07.12.;Tukuma novads;0900200;6;0;;;
2020.07.12.;Vaiņodes novads;0649300;0;0;;;
2020.07.12.;Valkas novads;0940200;6;no 1 līdz 5;;;
2020.07.12.;Valmiera;0250000;29;0;;;
2020.07.12.;Varakļānu novads;0701800;0;0;;;
2020.07.12.;Vārkavas novads;0769101;0;0;;;
2020.07.12.;Vecpiebalgas novads;0429300;no 1 līdz 5;0;;;
2020.07.12.;Vecumnieku novads;0409500;no 1 līdz 5;0;;;
2020.07.12.;Ventspils;0270000;no 1 līdz 5;no 1 līdz 5;;;
2020.07.12.;Ventspils novads;0980200;no 1 līdz 5;0;;;
2020.07.12.;Viesītes novads;0561800;0;0;;;
2020.07.12.;Viļakas novads;0381600;0;0;;;
2020.07.12.;Viļānu novads;0781800;0;0;;;
2020.07.12.;Zilupes novads;0681801;0;0;;;
2020.07.13.;Adrese nav norādīta;Nav;0;0;;;
2020.07.13.;Aglonas novads;0604300;0;0;;;
2020.07.13.;Aizkraukles novads;0320200;7;0;;;
2020.07.13.;Aizputes novads;0640600;no 1 līdz 5;0;;;
2020.07.13.;Aknīstes novads;0560800;0;0;;;
2020.07.13.;Alojas novads;0661000;no 1 līdz 5;0;;;
2020.07.13.;Alsungas novads;0624200;no 1 līdz 5;0;;;
2020.07.13.;Alūksnes novads;0360200;no 1 līdz 5;0;;;
2020.07.13.;Amatas novads;0424701;no 1 līdz 5;0;;;
2020.07.13.;Apes novads;0360800;0;0;;;
2020.07.13.;Auces novads;0460800;0;0;;;
2020.07.13.;Ādažu novads;0804400;no 1 līdz 5;0;;;
2020.07.13.;Babītes novads;0804900;12;no 1 līdz 5;;;
2020.07.13.;Baldones novads;0800600;no 1 līdz 5;0;;;
2020.07.13.;Baltinavas novads;0384400;0;0;;;
2020.07.13.;Balvu novads;0380200;0;0;;;
2020.07.13.;Bauskas novads;0400200;17;8;;;
2020.07.13.;Beverīnas novads;0964700;no 1 līdz 5;0;;;
2020.07.13.;Brocēnu novads;0840601;0;0;;;
2020.07.13.;Burtnieku novads;0967101;no 1 līdz 5;no 1 līdz 5;;;
2020.07.13.;Carnikavas novads;0805200;no 1 līdz 5;0;;;
2020.07.13.;Cesvaines novads;0700800;0;0;;;
2020.07.13.;Cēsu novads;0420200;8;0;;;
2020.07.13.;Ciblas novads;0684901;no 1 līdz 5;no 1 līdz 5;;;
2020.07.13.;Dagdas novads;0601000;no 1 līdz 5;0;;;
2020.07.13.;Daugavpils;0050000;15;no 1 līdz 5;;;
2020.07.13.;Daugavpils novads;0440200;no 1 līdz 5;0;;;
2020.07.13.;Dobeles novads;0460200;no 1 līdz 5;0;;;
2020.07.13.;Dundagas novads;0885100;0;0;;;
2020.07.13.;Durbes novads;0640801;no 1 līdz 5;0;;;
2020.07.13.;Engures novads;0905100;no 1 līdz 5;0;;;
2020.07.13.;Ērgļu novads;0705500;0;0;;;
2020.07.13.;Garkalnes novads;0806000;13;no 1 līdz 5;;;
2020.07.13.;Grobiņas novads;0641000;no 1 līdz 5;0;;;
2020.07.13.;Gulbenes novads;0500200;0;0;;;
2020.07.13.;Iecavas novads;0406400;no 1 līdz 5;0;;;
2020.07.13.;Ikšķiles novads;0740600;no 1 līdz 5;0;;;
