Datums;AdministrativiTeritorialasVienibasNosaukums;ATVK;ApstiprinataCOVID19infekcija;AktivaCOVID19infekcija;;;
2020.05.08.;Apes novads;0360800;0;...;;;
2020.05.08.;Auces novads;0460800;0;...;;;
2020.05.08.;Ādažu novads;0804400;no 1 līdz 5;...;;;
2020.05.08.;Babītes novads;0804900;11;...;;;
2020.05.08.;Baldones novads;0800600;no 1 līdz 5;...;;;
2020.05.08.;Baltinavas novads;0384400;0;...;;;
2020.05.08.;Balvu novads;0380200;0;...;;;
2020.05.08.;Bauskas novads;0400200;8;...;;;
2020.05.08.;Beverīnas novads;0964700;no 1 līdz 5;...;;;
2020.05.08.;Brocēnu novads;0840601;0;...;;;
2020.05.08.;Burtnieku novads;0967101;no 1 līdz 5;...;;;
2020.05.08.;Carnikavas novads;0805200;no 1 līdz 5;...;;;
2020.05.08.;Cesvaines novads;0700800;0;...;;;
2020.05.08.;Cēsu novads;0420200;6;...;;;
2020.05.08.;Ciblas novads;0684901;0;...;;;
2020.05.08.;Dagdas novads;0601000;no 1 līdz 5;...;;;
2020.05.08.;Daugavpils;0050000;9;...;;;
2020.05.08.;Daugavpils novads;0440200;no 1 līdz 5;...;;;
2020.05.08.;Dobeles novads;0460200;no 1 līdz 5;...;;;
2020.05.08.;Dundagas novads;0885100;0;...;;;
2020.05.08.;Durbes novads;0640801;no 1 līdz 5;...;;;
2020.05.08.;Engures novads;0905100;no 1 līdz 5;...;;;
2020.05.08.;Ērgļu novads;0705500;0;...;;;
2020.05.08.;Garkalnes novads;0806000;8;...;;;
2020.05.08.;Grobiņas novads;0641000;no 1 līdz 5;...;;;
2020.05.08.;Gulbenes novads;0500200;0;...;;;
2020.05.08.;Iecavas novads;0406400;no 1 līdz 5;...;;;
2020.05.08.;Ikšķiles novads;0740600;no 1 līdz 5;...;;;
2020.05.08.;Ilūkstes novads;0440801;0;...;;;
2020.05.08.;Inčukalna novads;0801800;0;...;;;
2020.05.08.;Jaunjelgavas novads;0321000;0;...;;;
2020.05.08.;Jaunpiebalgas novads;0425700;0;...;;;
2020.05.08.;Jaunpils novads;0905700;0;...;;;
2020.05.08.;Jelgava;0090000;23;...;;;
2020.05.08.;Jelgavas novads;0540200;7;...;;;
2020.05.08.;Jēkabpils;0110000;no 1 līdz 5;...;;;
2020.05.08.;Jēkabpils novads;0560200;0;...;;;
2020.05.08.;Jūrmala;0130000;36;...;;;
2020.05.08.;Kandavas novads;0901201;0;...;;;
2020.05.08.;Kārsavas novads;0681000;no 1 līdz 5;...;;;
2020.05.08.;Kocēnu novads;0960200;8;...;;;
2020.05.08.;Kokneses novads;0326100;no 1 līdz 5;...;;;
2020.05.08.;Krāslavas novads;0600202;0;...;;;
2020.05.08.;Krimuldas novads;0806900;0;...;;;
2020.05.08.;Krustpils novads;0566900;no 1 līdz 5;...;;;
2020.05.08.;Kuldīgas novads;0620200;no 1 līdz 5;...;;;
2020.05.08.;Ķeguma novads;0741001;no 1 līdz 5;...;;;
2020.05.08.;Ķekavas novads;0800800;15;...;;;
2020.05.08.;Lielvārdes novads;0741401;6;...;;;
2020.05.08.;Liepāja;0170000;21;...;;;
2020.05.08.;Limbažu novads;0660200;15;...;;;
2020.05.08.;Līgatnes novads;0421200;0;...;;;
2020.05.08.;Līvānu novads;0761201;0;...;;;
2020.05.08.;Lubānas novads;0701400;0;...;;;
2020.05.08.;Ludzas novads;0680200;0;...;;;
2020.05.08.;Madonas novads;0700200;0;...;;;
2020.05.08.;Mazsalacas novads;0961000;no 1 līdz 5;...;;;
2020.05.08.;Mālpils novads;0807400;no 1 līdz 5;...;;;
2020.05.08.;Mārupes novads;0807600;12;...;;;
2020.05.08.;Mērsraga novads;0887600;no 1 līdz 5;...;;;
2020.05.08.;Naukšēnu novads;0967300;0;...;;;
2020.05.08.;Neretas novads;0327100;no 1 līdz 5;...;;;
2020.05.08.;Nīcas novads;0647900;0;...;;;
2020.05.08.;Ogres novads;0740202;9;...;;;
2020.05.08.;Olaines novads;0801000;10;...;;;
2020.05.08.;Ozolnieku novads;0546701;10;...;;;
2020.05.08.;Pārgaujas novads;0427500;no 1 līdz 5;...;;;
2020.05.08.;Pāvilostas novads;0641401;0;...;;;
2020.05.08.;Pļaviņu novads;0321400;0;...;;;
2020.05.08.;Preiļu novads;0760202;no 1 līdz 5;...;;;
2020.05.08.;Priekules novads;0641600;no 1 līdz 5;...;;;
2020.05.08.;Priekuļu novads;0427300;no 1 līdz 5;...;;;
2020.05.08.;Raunas novads;0427700;no 1 līdz 5;...;;;
2020.05.08.;Rēzekne;0210000;no 1 līdz 5;...;;;
2020.05.08.;Rēzeknes novads;0780200;no 1 līdz 5;...;;;
2020.05.08.;Riebiņu novads;0766300;no 1 līdz 5;...;;;
2020.05.08.;Rīga;0010000;512;...;;;
2020.05.08.;Rojas novads;0888301;0;...;;;
2020.05.08.;Ropažu novads;0808400;no 1 līdz 5;...;;;
2020.05.08.;Rucavas novads;0648500;0;...;;;
2020.05.08.;Rugāju novads;0387500;0;...;;;
2020.05.08.;Rundāles novads;0407700;0;...;;;
2020.05.08.;Rūjienas novads;0961600;no 1 līdz 5;...;;;
2020.05.08.;Salacgrīvas novads;0661400;no 1 līdz 5;...;;;
2020.05.08.;Salas novads;0568700;0;...;;;
2020.05.08.;Salaspils novads;0801200;20;...;;;
2020.05.08.;Saldus novads;0840200;no 1 līdz 5;...;;;
2020.05.08.;Saulkrastu novads;0801400;no 1 līdz 5;...;;;
2020.05.08.;Sējas novads;0809200;no 1 līdz 5;...;;;
2020.05.08.;Siguldas novads;0801601;8;...;;;
2020.05.08.;Skrīveru novads;0328200;no 1 līdz 5;...;;;
2020.05.08.;Skrundas novads;0621200;no 1 līdz 5;...;;;
2020.05.08.;Smiltenes novads;0941600;9;...;;;
2020.05.08.;Stopiņu novads;0809600;13;...;;;
2020.05.08.;Strenču novads;0941800;0;...;;;
2020.05.08.;Talsu novads;0880200;no 1 līdz 5;...;;;
2020.05.08.;Tērvetes novads;0468900;0;...;;;
2020.05.08.;Tukuma novads;0900200;no 1 līdz 5;...;;;
2020.05.08.;Vaiņodes novads;0649300;0;...;;;
2020.05.08.;Valkas novads;0940200;no 1 līdz 5;...;;;
2020.05.08.;Valmiera;0250000;21;...;;;
2020.05.08.;Varakļānu novads;0701800;0;...;;;
2020.05.08.;Vārkavas novads;0769101;0;...;;;
2020.05.08.;Vecpiebalgas novads;0429300;0;...;;;
2020.05.08.;Vecumnieku novads;0409500;no 1 līdz 5;...;;;
2020.05.08.;Ventspils;0270000;no 1 līdz 5;...;;;
2020.05.08.;Ventspils novads;0980200;no 1 līdz 5;...;;;
2020.05.08.;Viesītes novads;0561800;0;...;;;
2020.05.08.;Viļakas novads;0381600;0;...;;;
2020.05.08.;Viļānu novads;0781800;0;...;;;
2020.05.08.;Zilupes novads;0681801;0;...;;;
2020.05.09.;Adrese nav norādīta;Nav;0;...;;;
2020.05.09.;Aglonas novads;0604300;0;...;;;
2020.05.09.;Aizkraukles novads;0320200;7;...;;;
2020.05.09.;Aizputes novads;0640600;no 1 līdz 5;...;;;
2020.05.09.;Aknīstes novads;0560800;0;...;;;
2020.05.09.;Alojas novads;0661000;no 1 līdz 5;...;;;
2020.05.09.;Alsungas novads;0624200;no 1 līdz 5;...;;;
2020.05.09.;Alūksnes novads;0360200;no 1 līdz 5;...;;;
2020.05.09.;Amatas novads;0424701;no 1 līdz 5;...;;;
2020.05.09.;Apes novads;0360800;0;...;;;
2020.05.09.;Auces novads;0460800;0;...;;;
2020.05.09.;Ādažu novads;0804400;no 1 līdz 5;...;;;
2020.05.09.;Babītes novads;0804900;11;...;;;
2020.05.09.;Baldones novads;0800600;no 1 līdz 5;...;;;
2020.05.09.;Baltinavas novads;0384400;0;...;;;
2020.05.09.;Balvu novads;0380200;0;...;;;
2020.05.09.;Bauskas novads;0400200;8;...;;;
2020.05.09.;Beverīnas novads;0964700;no 1 līdz 5;...;;;
2020.05.09.;Brocēnu novads;0840601;0;...;;;
2020.05.09.;Burtnieku novads;0967101;no 1 līdz 5;...;;;
2020.05.09.;Carnikavas novads;0805200;no 1 līdz 5;...;;;
2020.05.09.;Cesvaines novads;0700800;0;...;;;
2020.05.09.;Cēsu novads;0420200;6;...;;;
2020.05.09.;Ciblas novads;0684901;0;...;;;
2020.05.09.;Dagdas novads;0601000;no 1 līdz 5;...;;;
2020.05.09.;Daugavpils;0050000;9;...;;;
2020.05.09.;Daugavpils novads;0440200;no 1 līdz 5;...;;;
2020.05.09.;Dobeles novads;0460200;no 1 līdz 5;...;;;
2020.05.09.;Dundagas novads;0885100;0;...;;;
2020.05.09.;Durbes novads;0640801;no 1 līdz 5;...;;;
2020.05.09.;Engures novads;0905100;no 1 līdz 5;...;;;
2020.05.09.;Ērgļu novads;0705500;0;...;;;
2020.05.09.;Garkalnes novads;0806000;8;...;;;
2020.05.09.;Grobiņas novads;0641000;no 1 līdz 5;...;;;
2020.05.09.;Gulbenes novads;0500200;0;...;;;
2020.05.09.;Iecavas novads;0406400;no 1 līdz 5;...;;;
2020.05.09.;Ikšķiles novads;0740600;no 1 līdz 5;...;;;
2020.05.09.;Ilūkstes novads;0440801;0;...;;;
2020.05.09.;Inčukalna novads;0801800;0;...;;;
2020.05.09.;Jaunjelgavas novads;0321000;0;...;;;
2020.05.09.;Jaunpiebalgas novads;0425700;0;...;;;
2020.05.09.;Jaunpils novads;0905700;0;...;;;
2020.05.09.;Jelgava;0090000;23;...;;;
2020.05.09.;Jelgavas novads;0540200;7;...;;;
2020.05.09.;Jēkabpils;0110000;no 1 līdz 5;...;;;
2020.05.09.;Jēkabpils novads;0560200;0;...;;;
2020.05.09.;Jūrmala;0130000;36;...;;;
2020.05.09.;Kandavas novads;0901201;0;...;;;
2020.05.09.;Kārsavas novads;0681000;no 1 līdz 5;...;;;
2020.05.09.;Kocēnu novads;0960200;9;...;;;
2020.05.09.;Kokneses novads;0326100;no 1 līdz 5;...;;;
2020.05.09.;Krāslavas novads;0600202;0;...;;;
2020.05.09.;Krimuldas novads;0806900;0;...;;;
2020.05.09.;Krustpils novads;0566900;no 1 līdz 5;...;;;
2020.05.09.;Kuldīgas novads;0620200;no 1 līdz 5;...;;;
2020.05.09.;Ķeguma novads;0741001;no 1 līdz 5;...;;;
2020.05.09.;Ķekavas novads;0800800;15;...;;;
2020.05.09.;Lielvārdes novads;0741401;6;...;;;
2020.05.09.;Liepāja;0170000;21;...;;;
2020.05.09.;Limbažu novads;0660200;15;...;;;
2020.05.09.;Līgatnes novads;0421200;0;...;;;
2020.05.09.;Līvānu novads;0761201;0;...;;;
2020.05.09.;Lubānas novads;0701400;0;...;;;
2020.05.09.;Ludzas novads;0680200;0;...;;;
2020.05.09.;Madonas novads;0700200;0;...;;;
2020.05.09.;Mazsalacas novads;0961000;no 1 līdz 5;...;;;
2020.05.09.;Mālpils novads;0807400;no 1 līdz 5;...;;;
2020.05.09.;Mārupes novads;0807600;12;...;;;
2020.05.09.;Mērsraga novads;0887600;no 1 līdz 5;...;;;
2020.05.09.;Naukšēnu novads;0967300;0;...;;;
2020.05.09.;Neretas novads;0327100;no 1 līdz 5;...;;;
2020.05.09.;Nīcas novads;0647900;0;...;;;
2020.05.09.;Ogres novads;0740202;9;...;;;
2020.05.09.;Olaines novads;0801000;10;...;;;
2020.05.09.;Ozolnieku novads;0546701;10;...;;;
2020.05.09.;Pārgaujas novads;0427500;no 1 līdz 5;...;;;
2020.05.09.;Pāvilostas novads;0641401;0;...;;;
2020.05.09.;Pļaviņu novads;0321400;0;...;;;
2020.05.09.;Preiļu novads;0760202;no 1 līdz 5;...;;;
2020.05.09.;Priekules novads;0641600;no 1 līdz 5;...;;;
2020.05.09.;Priekuļu novads;0427300;no 1 līdz 5;...;;;
2020.05.09.;Raunas novads;0427700;no 1 līdz 5;...;;;
2020.05.09.;Rēzekne;0210000;no 1 līdz 5;...;;;
2020.05.09.;Rēzeknes novads;0780200;no 1 līdz 5;...;;;
2020.05.09.;Riebiņu novads;0766300;no 1 līdz 5;...;;;
2020.05.09.;Rīga;0010000;513;...;;;
2020.05.09.;Rojas novads;0888301;0;...;;;
2020.05.09.;Ropažu novads;0808400;no 1 līdz 5;...;;;
2020.05.09.;Rucavas novads;0648500;0;...;;;
2020.05.09.;Rugāju novads;0387500;0;...;;;
2020.05.09.;Rundāles novads;0407700;0;...;;;
2020.05.09.;Rūjienas novads;0961600;no 1 līdz 5;...;;;
2020.05.09.;Salacgrīvas novads;0661400;no 1 līdz 5;...;;;
2020.05.09.;Salas novads;0568700;0;...;;;
2020.05.09.;Salaspils novads;0801200;20;...;;;
2020.05.09.;Saldus novads;0840200;no 1 līdz 5;...;;;
2020.05.09.;Saulkrastu novads;0801400;no 1 līdz 5;...;;;
2020.05.09.;Sējas novads;0809200;no 1 līdz 5;...;;;
2020.05.09.;Siguldas novads;0801601;9;...;;;
2020.05.09.;Skrīveru novads;0328200;no 1 līdz 5;...;;;
2020.05.09.;Skrundas novads;0621200;no 1 līdz 5;...;;;
2020.05.09.;Smiltenes novads;0941600;9;...;;;
2020.05.09.;Stopiņu novads;0809600;13;...;;;
2020.05.09.;Strenču novads;0941800;0;...;;;
2020.05.09.;Talsu novads;0880200;no 1 līdz 5;...;;;
2020.05.09.;Tērvetes novads;0468900;0;...;;;
2020.05.09.;Tukuma novads;0900200;no 1 līdz 5;...;;;
2020.05.09.;Vaiņodes novads;0649300;0;...;;;
2020.05.09.;Valkas novads;0940200;no 1 līdz 5;...;;;
2020.05.09.;Valmiera;0250000;21;...;;;
2020.05.09.;Varakļānu novads;0701800;0;...;;;
2020.05.09.;Vārkavas novads;0769101;0;...;;;
2020.05.09.;Vecpiebalgas novads;0429300;0;...;;;
2020.05.09.;Vecumnieku novads;0409500;no 1 līdz 5;...;;;
2020.05.09.;Ventspils;0270000;no 1 līdz 5;...;;;
2020.05.09.;Ventspils novads;0980200;no 1 līdz 5;...;;;
2020.05.09.;Viesītes novads;0561800;0;...;;;
2020.05.09.;Viļakas novads;0381600;0;...;;;
2020.05.09.;Viļānu novads;0781800;0;...;;;
2020.05.09.;Zilupes novads;0681801;0;...;;;
2020.05.10.;Adrese nav norādīta;Nav;0;...;;;
2020.05.10.;Aglonas novads;0604300;0;...;;;
2020.05.10.;Aizkraukles novads;0320200;7;...;;;
2020.05.10.;Aizputes novads;0640600;no 1 līdz 5;...;;;
2020.05.10.;Aknīstes novads;0560800;0;...;;;
2020.05.10.;Alojas novads;0661000;no 1 līdz 5;...;;;
2020.05.10.;Alsungas novads;0624200;no 1 līdz 5;...;;;
2020.05.10.;Alūksnes novads;0360200;no 1 līdz 5;...;;;
2020.05.10.;Amatas novads;0424701;no 1 līdz 5;...;;;
2020.05.10.;Apes novads;0360800;0;...;;;
2020.05.10.;Auces novads;0460800;0;...;;;
2020.05.10.;Ādažu novads;0804400;no 1 līdz 5;...;;;
2020.05.10.;Babītes novads;0804900;11;...;;;
2020.05.10.;Baldones novads;0800600;no 1 līdz 5;...;;;
2020.05.10.;Baltinavas novads;0384400;0;...;;;
2020.05.10.;Balvu novads;0380200;0;...;;;
2020.05.10.;Bauskas novads;0400200;8;...;;;
2020.05.10.;Beverīnas novads;0964700;no 1 līdz 5;...;;;
2020.05.10.;Brocēnu novads;0840601;0;...;;;
2020.05.10.;Burtnieku novads;0967101;no 1 līdz 5;...;;;
2020.05.10.;Carnikavas novads;0805200;no 1 līdz 5;...;;;
2020.05.10.;Cesvaines novads;0700800;0;...;;;
2020.05.10.;Cēsu novads;0420200;7;...;;;
2020.05.10.;Ciblas novads;0684901;0;...;;;
2020.05.10.;Dagdas novads;0601000;no 1 līdz 5;...;;;
2020.05.10.;Daugavpils;0050000;10;...;;;
2020.05.10.;Daugavpils novads;0440200;no 1 līdz 5;...;;;
2020.05.10.;Dobeles novads;0460200;no 1 līdz 5;...;;;
2020.05.10.;Dundagas novads;0885100;0;...;;;
2020.05.10.;Durbes novads;0640801;no 1 līdz 5;...;;;
2020.05.10.;Engures novads;0905100;no 1 līdz 5;...;;;
2020.05.10.;Ērgļu novads;0705500;0;...;;;
2020.05.10.;Garkalnes novads;0806000;8;...;;;
2020.05.10.;Grobiņas novads;0641000;no 1 līdz 5;...;;;
2020.05.10.;Gulbenes novads;0500200;0;...;;;
2020.05.10.;Iecavas novads;0406400;no 1 līdz 5;...;;;
2020.05.10.;Ikšķiles novads;0740600;no 1 līdz 5;...;;;
2020.05.10.;Ilūkstes novads;0440801;0;...;;;
2020.05.10.;Inčukalna novads;0801800;0;...;;;
2020.05.10.;Jaunjelgavas novads;0321000;0;...;;;
2020.05.10.;Jaunpiebalgas novads;0425700;0;...;;;
2020.05.10.;Jaunpils novads;0905700;0;...;;;
2020.05.10.;Jelgava;0090000;23;...;;;
2020.05.10.;Jelgavas novads;0540200;7;...;;;
2020.05.10.;Jēkabpils;0110000;no 1 līdz 5;...;;;
2020.05.10.;Jēkabpils novads;0560200;0;...;;;
2020.05.10.;Jūrmala;0130000;36;...;;;
2020.05.10.;Kandavas novads;0901201;0;...;;;
2020.05.10.;Kārsavas novads;0681000;no 1 līdz 5;...;;;
2020.05.10.;Kocēnu novads;0960200;9;...;;;
2020.05.10.;Kokneses novads;0326100;no 1 līdz 5;...;;;
2020.05.10.;Krāslavas novads;0600202;0;...;;;
2020.05.10.;Krimuldas novads;0806900;0;...;;;
2020.05.10.;Krustpils novads;0566900;no 1 līdz 5;...;;;
2020.05.10.;Kuldīgas novads;0620200;no 1 līdz 5;...;;;
2020.05.10.;Ķeguma novads;0741001;no 1 līdz 5;...;;;
2020.05.10.;Ķekavas novads;0800800;15;...;;;
2020.05.10.;Lielvārdes novads;0741401;6;...;;;
2020.05.10.;Liepāja;0170000;21;...;;;
2020.05.10.;Limbažu novads;0660200;15;...;;;
2020.05.10.;Līgatnes novads;0421200;0;...;;;
2020.05.10.;Līvānu novads;0761201;0;...;;;
2020.05.10.;Lubānas novads;0701400;0;...;;;
2020.05.10.;Ludzas novads;0680200;0;...;;;
2020.05.10.;Madonas novads;0700200;0;...;;;
2020.05.10.;Mazsalacas novads;0961000;no 1 līdz 5;...;;;
2020.05.10.;Mālpils novads;0807400;no 1 līdz 5;...;;;
2020.05.10.;Mārupes novads;0807600;12;...;;;
2020.05.10.;Mērsraga novads;0887600;no 1 līdz 5;...;;;
2020.05.10.;Naukšēnu novads;0967300;0;...;;;
2020.05.10.;Neretas novads;0327100;no 1 līdz 5;...;;;
2020.05.10.;Nīcas novads;0647900;0;...;;;
2020.05.10.;Ogres novads;0740202;9;...;;;
2020.05.10.;Olaines novads;0801000;10;...;;;
2020.05.10.;Ozolnieku novads;0546701;10;...;;;
2020.05.10.;Pārgaujas novads;0427500;no 1 līdz 5;...;;;
2020.05.10.;Pāvilostas novads;0641401;0;...;;;
2020.05.10.;Pļaviņu novads;0321400;0;...;;;
2020.05.10.;Preiļu novads;0760202;no 1 līdz 5;...;;;
2020.05.10.;Priekules novads;0641600;no 1 līdz 5;...;;;
2020.05.10.;Priekuļu novads;0427300;no 1 līdz 5;...;;;
2020.05.10.;Raunas novads;0427700;no 1 līdz 5;...;;;
2020.05.10.;Rēzekne;0210000;no 1 līdz 5;...;;;
2020.05.10.;Rēzeknes novads;0780200;no 1 līdz 5;...;;;
2020.05.10.;Riebiņu novads;0766300;no 1 līdz 5;...;;;
2020.05.10.;Rīga;0010000;518;...;;;
2020.05.10.;Rojas novads;0888301;0;...;;;
2020.05.10.;Ropažu novads;0808400;no 1 līdz 5;...;;;
2020.05.10.;Rucavas novads;0648500;0;...;;;
2020.05.10.;Rugāju novads;0387500;0;...;;;
2020.05.10.;Rundāles novads;0407700;0;...;;;
2020.05.10.;Rūjienas novads;0961600;no 1 līdz 5;...;;;
2020.05.10.;Salacgrīvas novads;0661400;no 1 līdz 5;...;;;
2020.05.10.;Salas novads;0568700;0;...;;;
2020.05.10.;Salaspils novads;0801200;20;...;;;
2020.05.10.;Saldus novads;0840200;no 1 līdz 5;...;;;
2020.05.10.;Saulkrastu novads;0801400;no 1 līdz 5;...;;;
2020.05.10.;Sējas novads;0809200;no 1 līdz 5;...;;;
2020.05.10.;Siguldas novads;0801601;9;...;;;
2020.05.10.;Skrīveru novads;0328200;no 1 līdz 5;...;;;
2020.05.10.;Skrundas novads;0621200;no 1 līdz 5;...;;;
2020.05.10.;Smiltenes novads;0941600;9;...;;;
2020.05.10.;Stopiņu novads;0809600;13;...;;;
2020.05.10.;Strenču novads;0941800;0;...;;;
2020.05.10.;Talsu novads;0880200;no 1 līdz 5;...;;;
2020.05.10.;Tērvetes novads;0468900;0;...;;;
2020.05.10.;Tukuma novads;0900200;no 1 līdz 5;...;;;
2020.05.10.;Vaiņodes novads;0649300;0;...;;;
2020.05.10.;Valkas novads;0940200;no 1 līdz 5;...;;;
2020.05.10.;Valmiera;0250000;21;...;;;
2020.05.10.;Varakļānu novads;0701800;0;...;;;
2020.05.10.;Vārkavas novads;0769101;0;...;;;
2020.05.10.;Vecpiebalgas novads;0429300;0;...;;;
2020.05.10.;Vecumnieku novads;0409500;no 1 līdz 5;...;;;
2020.05.10.;Ventspils;0270000;no 1 līdz 5;...;;;
2020.05.10.;Ventspils novads;0980200;no 1 līdz 5;...;;;
2020.05.10.;Viesītes novads;0561800;0;...;;;
2020.05.10.;Viļakas novads;0381600;0;...;;;
2020.05.10.;Viļānu novads;0781800;0;...;;;
2020.05.10.;Zilupes novads;0681801;0;...;;;
2020.05.11.;Adrese nav norādīta;Nav;0;...;;;
2020.05.11.;Aglonas novads;0604300;0;...;;;
2020.05.11.;Aizkraukles novads;0320200;7;...;;;
2020.05.11.;Aizputes novads;0640600;no 1 līdz 5;...;;;
2020.05.11.;Aknīstes novads;0560800;0;...;;;
2020.05.11.;Alojas novads;0661000;no 1 līdz 5;...;;;
2020.05.11.;Alsungas novads;0624200;no 1 līdz 5;...;;;
2020.05.11.;Alūksnes novads;0360200;no 1 līdz 5;...;;;
2020.05.11.;Amatas novads;0424701;no 1 līdz 5;...;;;
2020.05.11.;Apes novads;0360800;0;...;;;
2020.05.11.;Auces novads;0460800;0;...;;;
2020.05.11.;Ādažu novads;0804400;no 1 līdz 5;...;;;
2020.05.11.;Babītes novads;0804900;11;...;;;
2020.05.11.;Baldones novads;0800600;no 1 līdz 5;...;;;
2020.05.11.;Baltinavas novads;0384400;0;...;;;
2020.05.11.;Balvu novads;0380200;0;...;;;
2020.05.11.;Bauskas novads;0400200;8;...;;;
2020.05.11.;Beverīnas novads;0964700;no 1 līdz 5;...;;;
2020.05.11.;Brocēnu novads;0840601;0;...;;;
2020.05.11.;Burtnieku novads;0967101;no 1 līdz 5;...;;;
2020.05.11.;Carnikavas novads;0805200;no 1 līdz 5;...;;;
2020.05.11.;Cesvaines novads;0700800;0;...;;;
2020.05.11.;Cēsu novads;0420200;7;...;;;
2020.05.11.;Ciblas novads;0684901;0;...;;;
2020.05.11.;Dagdas novads;0601000;no 1 līdz 5;...;;;
2020.05.11.;Daugavpils;0050000;10;...;;;
2020.05.11.;Daugavpils novads;0440200;no 1 līdz 5;...;;;
2020.05.11.;Dobeles novads;0460200;no 1 līdz 5;...;;;
2020.05.11.;Dundagas novads;0885100;0;...;;;
2020.05.11.;Durbes novads;0640801;no 1 līdz 5;...;;;
2020.05.11.;Engures novads;0905100;no 1 līdz 5;...;;;
2020.05.11.;Ērgļu novads;0705500;0;...;;;
2020.05.11.;Garkalnes novads;0806000;8;...;;;
2020.05.11.;Grobiņas novads;0641000;no 1 līdz 5;...;;;
2020.05.11.;Gulbenes novads;0500200;0;...;;;
2020.05.11.;Iecavas novads;0406400;no 1 līdz 5;...;;;
2020.05.11.;Ikšķiles novads;0740600;no 1 līdz 5;...;;;
2020.05.11.;Ilūkstes novads;0440801;0;...;;;
2020.05.11.;Inčukalna novads;0801800;0;...;;;
2020.05.11.;Jaunjelgavas novads;0321000;0;...;;;
2020.05.11.;Jaunpiebalgas novads;0425700;0;...;;;
2020.05.11.;Jaunpils novads;0905700;0;...;;;
2020.05.11.;Jelgava;0090000;23;...;;;
2020.05.11.;Jelgavas novads;0540200;7;...;;;
2020.05.11.;Jēkabpils;0110000;no 1 līdz 5;...;;;
2020.05.11.;Jēkabpils novads;0560200;0;...;;;
2020.05.11.;Jūrmala;0130000;36;...;;;
2020.05.11.;Kandavas novads;0901201;0;...;;;
2020.05.11.;Kārsavas novads;0681000;no 1 līdz 5;...;;;
2020.05.11.;Kocēnu novads;0960200;9;...;;;
2020.05.11.;Kokneses novads;0326100;no 1 līdz 5;...;;;
2020.05.11.;Krāslavas novads;0600202;0;...;;;
2020.05.11.;Krimuldas novads;0806900;0;...;;;
2020.05.11.;Krustpils novads;0566900;no 1 līdz 5;...;;;
2020.05.11.;Kuldīgas novads;0620200;no 1 līdz 5;...;;;
2020.05.11.;Ķeguma novads;0741001;no 1 līdz 5;...;;;
2020.05.11.;Ķekavas novads;0800800;15;...;;;
2020.05.11.;Lielvārdes novads;0741401;6;...;;;
2020.05.11.;Liepāja;0170000;21;...;;;
2020.05.11.;Limbažu novads;0660200;15;...;;;
2020.05.11.;Līgatnes novads;0421200;0;...;;;
2020.05.11.;Līvānu novads;0761201;0;...;;;
2020.05.11.;Lubānas novads;0701400;0;...;;;
2020.05.11.;Ludzas novads;0680200;0;...;;;
2020.05.11.;Madonas novads;0700200;0;...;;;
2020.05.11.;Mazsalacas novads;0961000;no 1 līdz 5;...;;;
2020.05.11.;Mālpils novads;0807400;no 1 līdz 5;...;;;
2020.05.11.;Mārupes novads;0807600;12;...;;;
2020.05.11.;Mērsraga novads;0887600;no 1 līdz 5;...;;;
2020.05.11.;Naukšēnu novads;0967300;0;...;;;
2020.05.11.;Neretas novads;0327100;no 1 līdz 5;...;;;
2020.05.11.;Nīcas novads;0647900;0;...;;;
2020.05.11.;Ogres novads;0740202;9;...;;;
2020.05.11.;Olaines novads;0801000;10;...;;;
2020.05.11.;Ozolnieku novads;0546701;10;...;;;
2020.05.11.;Pārgaujas novads;0427500;no 1 līdz 5;...;;;
2020.05.11.;Pāvilostas novads;0641401;0;...;;;
2020.05.11.;Pļaviņu novads;0321400;0;...;;;
2020.05.11.;Preiļu novads;0760202;no 1 līdz 5;...;;;
2020.05.11.;Priekules novads;0641600;no 1 līdz 5;...;;;
2020.05.11.;Priekuļu novads;0427300;no 1 līdz 5;...;;;
2020.05.11.;Raunas novads;0427700;no 1 līdz 5;...;;;
2020.05.11.;Rēzekne;0210000;no 1 līdz 5;...;;;
2020.05.11.;Rēzeknes novads;0780200;no 1 līdz 5;...;;;
2020.05.11.;Riebiņu novads;0766300;no 1 līdz 5;...;;;
2020.05.11.;Rīga;0010000;523;...;;;
2020.05.11.;Rojas novads;0888301;0;...;;;
2020.05.11.;Ropažu novads;0808400;no 1 līdz 5;...;;;
2020.05.11.;Rucavas novads;0648500;0;...;;;
2020.05.11.;Rugāju novads;0387500;0;...;;;
2020.05.11.;Rundāles novads;0407700;0;...;;;
2020.05.11.;Rūjienas novads;0961600;no 1 līdz 5;...;;;
2020.05.11.;Salacgrīvas novads;0661400;no 1 līdz 5;...;;;
2020.05.11.;Salas novads;0568700;0;...;;;
2020.05.11.;Salaspils novads;0801200;20;...;;;
2020.05.11.;Saldus novads;0840200;no 1 līdz 5;...;;;
2020.05.11.;Saulkrastu novads;0801400;no 1 līdz 5;...;;;
2020.05.11.;Sējas novads;0809200;no 1 līdz 5;...;;;
2020.05.11.;Siguldas novads;0801601;11;...;;;
2020.05.11.;Skrīveru novads;0328200;no 1 līdz 5;...;;;
2020.05.11.;Skrundas novads;0621200;no 1 līdz 5;...;;;
2020.05.11.;Smiltenes novads;0941600;9;...;;;
