Skupaj,108,700,3498
Ajdovščina,1,2,17
Ankaran,0,2,3
Beltinci,0,1,4
Benedikt,0,1,2
Bistrica ob Sotli,0,0,4
Bled,0,2,6
Bloke,0,0,4
Borovnica,2,4,6
Bovec,0,0,1
Braslovče,3,10,11
Brezovica,1,1,22
Brežice,0,7,13
Cankova,0,0,1
Celje,1,18,81
Cerklje na Gorenjskem,0,0,3
Cerknica,0,0,20
Cerkno,0,0,2
Cerkvenjak,0,0,2
Cirkulane,0,0,3
Črenšovci,0,3,11
Črna na Koroškem,0,3,7
Črnomelj,0,3,23
Destrnik,0,3,4
Dobje,0,0,1
Dobrepolje,0,0,2
Dobrna,0,2,6
Dobrova - Polhov Gradec,0,0,10
Dobrovnik/Dobronak,0,0,1
Dol pri Ljubljani,0,0,3
Dolenjske Toplice,0,0,6
Domžale,1,11,49
Dornava,0,1,1
Dravograd,2,10,43
Duplek,0,0,3
Gorenja vas - Poljane,0,1,1
Gorišnica,0,1,1
Gorje,0,1,5
Gornja Radgona,1,3,7
Grad,0,0,2
Grosuplje,1,4,25
Hajdina,1,1,3
Hoče - Slivnica,0,6,10
Horjul,0,1,29
Hrastnik,1,2,88
Hrpelje - Kozina,0,2,5
Idrija,1,4,12
Ig,2,8,21
Ilirska Bistrica,1,6,25
Ivančna Gorica,1,2,11
Izola/Isola,0,0,6
Jesenice,0,3,26
Kamnik,5,10,48
Kanal,0,0,2
Kidričevo,1,1,4
Kobarid,0,0,1
Kobilje,0,0,3
Kočevje,1,3,12
Komenda,0,3,10
Koper/Capodistria,1,3,50
Kostanjevica na Krki,0,1,3
Kozje,0,0,2
Kranj,3,20,78
Kranjska Gora,0,1,4
Križevci,0,1,3
Krško,2,7,23
Kungota,2,3,6
Kuzma,1,1,3
Laško,0,1,10
Lenart,2,4,14
Lendava/Lendva,0,5,27
Litija,1,5,30
Ljubljana,23,140,633
Ljubno,0,0,8
Ljutomer,0,0,139
Log - Dragomer,1,1,5
Logatec,2,3,10
Loška dolina,0,1,5
Lovrenc na Pohorju,2,2,7
Lukovica,0,3,13
Majšperk,0,0,4
Maribor,10,61,134
Markovci,0,0,1
Medvode,0,4,18
Mengeš,0,1,13
Metlika,0,1,82
Mežica,0,0,1
Miklavž na Dravskem polju,0,1,10
Miren - Kostanjevica,0,0,1
Mirna,0,0,3
Mirna Peč,0,4,6
Mislinja,0,0,4
Mokronog - Trebelno,0,1,3
Moravče,0,0,6
Moravske Toplice,0,2,3
Mozirje,0,0,9
Murska Sobota,1,8,26
Muta,0,0,3
Naklo,0,3,8
Nazarje,0,1,2
Nova Gorica,0,1,22
Novo mesto,1,15,50
Odranci,0,0,5
Oplotnica,0,0,7
Ormož,0,3,9
Pesnica,0,3,7
Piran/Pirano,0,0,18
Pivka,2,2,22
Podčetrtek,0,0,4
Podlehnik,0,0,1
Podvelka,0,0,3
Poljčane,1,3,6
Polzela,0,2,7
Postojna,1,2,28
Prebold,0,1,7
Preddvor,0,3,6
Prevalje,0,2,10
Ptuj,2,5,12
Puconci,0,4,10
Rače - Fram,0,3,5
Radeče,0,0,3
Radenci,0,1,4
Radlje ob Dravi,0,0,1
Radovljica,1,3,16
Ravne na Koroškem,0,1,26
Razkrižje,0,0,1
Rečica ob Savinji,1,1,5
Renče - Vogrsko,0,0,3
Ribnica,0,3,24
Ribnica na  Pohorju,0,0,2
Rogaška Slatina,0,13,73
Rogatec,0,1,19
Ruše,0,0,9
Selnica ob Dravi,0,1,2
Semič,0,3,12
Sevnica,0,14,26
Sežana,0,2,11
Slovenj Gradec,1,2,32
Slovenska Bistrica,2,12,42
Slovenske Konjice,0,5,7
Sodražica,0,3,6
Starše,3,5,10
Straža,1,1,1
Sveta Ana,0,1,9
Sveta Trojica v Slov. goricah,0,0,1
Sveti Jurij ob Ščavnici,0,0,3
Sveti Tomaž,0,1,1
Šalovci,0,0,1
Šempeter - Vrtojba,0,0,3
Šenčur,0,2,17
Šentilj,0,1,13
Šentjernej,0,1,5
Šentjur,1,14,51
Šentrupert,0,0,9
Škocjan,0,0,2
Škofja Loka,0,2,24
Škofljica,0,8,23
Šmarje pri Jelšah,1,4,186
Šmarješke Toplice,0,0,8
Šmartno ob Paki,0,1,2
Šmartno pri Litiji,0,0,6
Šoštanj,2,6,9
Štore,0,1,7
Tabor,1,5,8
Tišina,1,6,10
Tolmin,0,0,5
Trbovlje,0,3,21
Trebnje,0,3,28
Trnovska vas,0,1,2
Trzin,0,1,3
Tržič,1,9,27
TUJINA,2,19,54
Turnišče,0,5,7
Velenje,1,9,56
Velika Polana,0,0,4
Velike Lašče,0,12,30
Veržej,0,0,7
Videm,0,2,5
Vipava,0,0,25
Vitanje,0,0,2
Vodice,0,1,12
Vojnik,1,5,8
Vransko,0,1,1
Vrhnika,0,2,9
Vuzenica,2,5,7
Zagorje ob Savi,0,0,15
Zavrč,0,0,1
Zreče,0,2,8
Žalec,1,8,24
Železniki,0,0,2
Žetale,0,0,3
Žiri,0,0,3
Žirovnica,0,1,10
Žužemberk,0,3,5
