Skupaj,43,505,3122
Ajdovščina,0,0,15
Ankaran,0,1,2
Beltinci,0,0,3
Benedikt,0,0,1
Bistrica ob Sotli,0,0,4
Bled,0,4,6
Bloke,0,0,4
Borovnica,0,1,2
Bovec,0,0,1
Braslovče,0,1,2
Brezovica,0,3,21
Brežice,1,7,11
Cankova,0,0,1
Celje,2,22,74
Cerklje na Gorenjskem,0,0,3
Cerknica,0,1,20
Cerkno,0,0,2
Cerkvenjak,0,0,2
Cirkulane,0,0,3
Črenšovci,0,2,10
Črna na Koroškem,3,3,7
Črnomelj,0,4,21
Destrnik,0,0,1
Dobje,0,0,1
Dobrepolje,0,0,2
Dobrna,1,2,5
Dobrova - Polhov Gradec,0,0,10
Dobrovnik/Dobronak,0,0,1
Dol pri Ljubljani,0,0,3
Dolenjske Toplice,0,0,6
Domžale,0,4,42
Dravograd,0,8,34
Duplek,0,0,3
Gorje,0,1,4
Gornja Radgona,0,2,6
Grad,0,1,2
Grosuplje,0,4,22
Hajdina,0,0,2
Hoče - Slivnica,1,3,7
Horjul,0,0,28
Hrastnik,0,0,86
Hrpelje - Kozina,0,1,4
Idrija,0,3,9
Ig,1,6,19
Ilirska Bistrica,0,3,22
Ivančna Gorica,0,1,9
Izola/Isola,0,0,6
Jesenice,0,0,23
Kamnik,0,4,40
Kanal,0,0,2
Kidričevo,0,0,3
Kobarid,0,0,1
Kobilje,0,0,3
Kočevje,0,1,10
Komenda,0,3,9
Koper/Capodistria,0,8,49
Kostanjevica na Krki,0,1,3
Kozje,0,0,2
Kranj,0,10,67
Kranjska Gora,1,1,4
Križevci,0,1,3
Krško,0,7,21
Kungota,0,0,3
Kuzma,0,0,2
Laško,0,4,10
Lenart,0,0,10
Lendava/Lendva,0,10,27
Litija,0,4,28
Ljubljana,8,98,562
Ljubno,0,2,8
Ljutomer,0,0,139
Log - Dragomer,0,0,4
Logatec,0,1,8
Loška dolina,0,0,4
Lovrenc na Pohorju,0,0,5
Lukovica,0,2,12
Majšperk,0,1,4
Maribor,0,25,90
Markovci,0,0,1
Medvode,0,2,16
Mengeš,0,0,12
Metlika,0,0,81
Mežica,0,0,1
Miklavž na Dravskem polju,1,3,10
Miren - Kostanjevica,0,0,1
Mirna,0,0,3
Mirna Peč,1,5,6
Mislinja,0,0,4
Mokronog - Trebelno,0,1,2
Moravče,0,0,6
Moravske Toplice,0,2,3
Mozirje,0,0,9
Murska Sobota,0,10,25
Muta,0,1,3
Naklo,0,2,7
Nazarje,0,1,2
Nova Gorica,0,4,22
Novo mesto,2,15,40
Odranci,0,0,5
Oplotnica,0,0,7
Ormož,1,3,9
Pesnica,1,2,6
Piran/Pirano,0,3,18
Pivka,0,0,20
Podčetrtek,0,0,3
Podlehnik,0,1,1
Podvelka,0,0,3
Poljčane,0,0,3
Polzela,0,1,6
Postojna,0,1,27
Prebold,0,2,7
Preddvor,1,1,4
Prevalje,0,1,9
Ptuj,0,1,8
Puconci,1,3,9
Rače - Fram,0,1,3
Radeče,0,0,3
Radenci,0,0,3
Radlje ob Dravi,0,1,2
Radovljica,0,1,14
Ravne na Koroškem,0,3,26
Razkrižje,0,0,1
Rečica ob Savinji,0,1,4
Renče - Vogrsko,0,0,3
Ribnica,0,0,21
Ribnica na  Pohorju,0,0,2
Rogaška Slatina,1,11,70
Rogatec,1,1,19
Ruše,0,0,9
Selnica ob Dravi,0,0,1
Semič,0,2,11
Sevnica,1,16,24
Sežana,1,2,11
Slovenj Gradec,0,2,31
Slovenska Bistrica,3,8,35
Slovenske Konjice,0,4,6
Sodražica,0,1,4
Starše,0,0,5
Sveta Ana,0,1,9
Sveta Trojica v Slov. goricah,0,0,1
Sveti Jurij ob Ščavnici,0,0,3
Sveti Tomaž,0,1,1
Šalovci,0,0,1
Šempeter - Vrtojba,0,0,3
Šenčur,0,3,17
Šentilj,0,2,13
Šentjernej,0,0,4
Šentjur,0,14,46
Šentrupert,0,0,9
Škocjan,0,1,2
Škofja Loka,0,2,23
Škofljica,2,6,19
Šmarje pri Jelšah,1,5,185
Šmarješke Toplice,0,0,8
Šmartno ob Paki,0,0,1
Šmartno pri Litiji,0,2,6
Šoštanj,0,0,3
Štore,0,0,6
Tabor,1,3,6
Tišina,0,0,4
Tolmin,0,0,5
Trbovlje,0,1,19
Trebnje,0,1,26
Trnovska vas,0,0,1
Trzin,0,0,2
Tržič,1,7,25
TUJINA,1,17,46
Turnišče,1,4,6
Velenje,0,4,48
Velika Polana,0,2,4
Velike Lašče,2,16,27
Veržej,0,0,7
Videm,0,3,4
Vipava,0,2,25
Vitanje,0,0,2
Vodice,0,2,12
Vojnik,0,0,3
Vransko,0,1,1
Vrhnika,0,2,9
Vuzenica,0,2,3
Zagorje ob Savi,0,1,15
Zavrč,0,1,1
Zreče,0,2,8
Žalec,1,4,19
Železniki,0,0,2
Žetale,0,0,3
Žiri,0,0,3
Žirovnica,0,1,10
Žužemberk,0,2,4
