Skupaj,104,1026,4058
Ajdovščina,0,5,20
Ankaran,0,1,3
Beltinci,0,2,5
Benedikt,0,3,4
Bistrica ob Sotli,0,0,4
Bled,0,1,7
Bloke,0,0,4
Borovnica,0,5,7
Bovec,0,0,1
Braslovče,3,33,34
Brezovica,0,2,23
Brežice,0,5,14
Cankova,0,0,1
Celje,6,23,94
Cerklje na Gorenjskem,0,0,3
Cerknica,0,2,22
Cerkno,0,1,3
Cerkvenjak,0,1,3
Cirkulane,0,0,3
Črenšovci,0,1,11
Črna na Koroškem,0,3,7
Črnomelj,0,2,23
Destrnik,0,3,4
Divača,2,3,3
Dobje,0,0,1
Dobrepolje,0,1,3
Dobrna,0,2,6
Dobrova - Polhov Gradec,1,1,11
Dobrovnik/Dobronak,0,1,2
Dol pri Ljubljani,0,0,3
Dolenjske Toplice,0,0,6
Domžale,0,16,58
Dornava,1,4,4
Dravograd,0,10,45
Duplek,1,1,4
Gorenja vas - Poljane,0,2,2
Gorišnica,0,1,1
Gorje,0,1,5
Gornja Radgona,0,3,9
Gornji Petrovci,0,1,1
Grad,0,0,2
Grosuplje,0,5,27
Hajdina,0,2,4
Hoče - Slivnica,0,4,10
Horjul,0,3,31
Hrastnik,0,3,89
Hrpelje - Kozina,0,1,5
Idrija,0,3,12
Ig,1,6,23
Ilirska Bistrica,1,14,36
Ivančna Gorica,0,6,15
Izola/Isola,0,2,8
Jesenice,1,8,31
Kamnik,3,21,61
Kanal,0,0,2
Kidričevo,0,1,4
Kobarid,0,0,1
Kobilje,0,0,3
Kočevje,1,5,15
Komenda,0,2,10
Koper/Capodistria,0,2,51
Kostanjevica na Krki,0,1,3
Kozje,0,0,2
Kranj,10,40,105
Kranjska Gora,0,1,4
Križevci,0,1,4
Krško,0,3,24
Kungota,0,5,8
Kuzma,0,1,3
Laško,0,1,10
Lenart,0,7,17
Lendava/Lendva,2,3,29
Litija,1,6,34
Ljubljana,29,205,749
Ljubno,0,0,8
Ljutomer,0,0,139
Log - Dragomer,2,5,9
Logatec,0,4,12
Loška dolina,0,1,5
Lovrenc na Pohorju,1,8,13
Lukovica,1,3,14
Majšperk,0,0,4
Makole,0,1,1
Maribor,9,106,194
Markovci,1,2,3
Medvode,0,9,24
Mengeš,0,2,14
Metlika,0,3,84
Mežica,0,0,1
Miklavž na Dravskem polju,0,1,10
Miren - Kostanjevica,1,2,3
Mirna,0,0,3
Mirna Peč,0,1,6
Mislinja,0,0,4
Mokronog - Trebelno,1,2,4
Moravče,0,0,6
Moravske Toplice,0,0,3
Mozirje,0,1,10
Murska Sobota,0,4,29
Muta,0,2,5
Naklo,0,3,9
Nazarje,0,0,2
Nova Gorica,0,6,28
Novo mesto,2,15,53
Odranci,0,0,5
Oplotnica,0,0,7
Ormož,0,2,10
Pesnica,0,5,9
Piran/Pirano,1,2,20
Pivka,1,19,39
Podčetrtek,0,2,5
Podlehnik,0,0,1
Podvelka,0,0,3
Poljčane,0,3,6
Polzela,0,3,9
Postojna,0,6,33
Prebold,0,1,8
Preddvor,0,4,7
Prevalje,0,2,10
Ptuj,0,8,16
Puconci,0,9,16
Rače - Fram,0,6,9
Radeče,0,0,3
Radenci,0,1,4
Radlje ob Dravi,0,1,2
Radovljica,0,7,21
Ravne na Koroškem,1,4,29
Razkrižje,0,0,1
Rečica ob Savinji,0,2,6
Renče - Vogrsko,0,0,3
Ribnica,0,3,24
Ribnica na  Pohorju,0,0,2
Rogaška Slatina,0,24,93
Rogatec,0,1,19
Ruše,0,0,9
Selnica ob Dravi,1,2,3
Semič,0,2,12
Sevnica,1,7,27
Sežana,0,1,11
Slovenj Gradec,2,4,35
Slovenska Bistrica,1,19,51
Slovenske Konjice,3,13,19
Sodražica,0,3,7
Starše,1,6,11
Straža,0,1,1
Sveta Ana,0,2,11
Sveta Trojica v Slov. goricah,0,0,1
Sveti Jurij ob Ščavnici,0,0,3
Sveti Tomaž,0,0,1
Šalovci,0,0,1
Šempeter - Vrtojba,0,0,3
Šenčur,0,2,19
Šentilj,0,2,15
Šentjernej,0,1,5
Šentjur,1,14,57
Šentrupert,0,0,9
Škocjan,0,0,2
Škofja Loka,0,6,29
Škofljica,0,12,28
Šmarje pri Jelšah,1,5,187
Šmarješke Toplice,0,0,8
Šmartno ob Paki,0,2,3
Šmartno pri Litiji,1,1,7
Šoštanj,0,6,9
Štore,1,2,8
Tabor,0,7,11
Tišina,0,7,11
Tolmin,1,1,6
Trbovlje,0,5,24
Trebnje,0,4,30
Trnovska vas,0,1,2
Trzin,0,2,4
Tržič,0,3,27
TUJINA,1,15,60
Turnišče,0,6,10
Velenje,0,10,58
Velika Polana,0,0,4
Velike Lašče,0,7,30
Veržej,0,0,7
Videm,0,1,5
Vipava,0,0,25
Vitanje,0,1,3
Vodice,0,0,12
Vojnik,1,10,13
Vransko,0,2,2
Vrhnika,1,1,10
Vuzenica,0,4,7
Zagorje ob Savi,1,1,16
Zavrč,0,1,2
Zreče,1,4,11
Žalec,1,18,36
Železniki,0,0,2
Žetale,0,0,3
Žiri,0,0,3
Žirovnica,0,1,11
Žužemberk,0,3,5
