Skupaj,398,3744,9231
Ajdovščina,2,22,50
Ankaran,0,2,5
Apače,0,2,5
Beltinci,3,31,39
Benedikt,0,0,5
Bistrica ob Sotli,0,2,6
Bled,6,21,33
Bloke,0,0,5
Bohinj,2,12,16
Borovnica,4,15,23
Bovec,1,4,7
Braslovče,1,9,49
Brda,0,2,2
Brezovica,2,22,56
Brežice,0,6,25
Cankova,0,2,4
Celje,10,70,199
Cerklje na Gorenjskem,1,24,30
Cerknica,1,3,29
Cerkno,0,8,11
Cerkvenjak,0,0,5
Cirkulane,0,1,5
Črenšovci,0,6,18
Črna na Koroškem,0,32,74
Črnomelj,4,11,35
Destrnik,0,3,7
Divača,0,4,17
Dobje,0,1,2
Dobrepolje,0,3,7
Dobrna,0,1,7
Dobrova - Polhov Gradec,0,13,25
Dobrovnik/Dobronak,0,0,4
Dol pri Ljubljani,0,9,17
Dolenjske Toplice,0,7,13
Domžale,11,97,192
Dornava,0,0,8
Dravograd,0,19,73
Duplek,0,4,16
Gorenja vas - Poljane,0,18,24
Gorišnica,0,14,15
Gorje,1,4,14
Gornja Radgona,0,1,18
Gornji Grad,0,2,2
Gornji Petrovci,0,0,1
Grad,0,1,3
Grosuplje,4,63,103
Hajdina,3,21,31
Hoče - Slivnica,6,40,57
Horjul,1,3,34
Hrastnik,0,19,116
Hrpelje - Kozina,0,1,11
Idrija,3,20,34
Ig,2,14,45
Ilirska Bistrica,1,18,77
Ivančna Gorica,8,43,61
Izola/Isola,0,7,17
Jesenice,1,69,108
Jezersko,0,1,1
Juršinci,0,1,1
Kamnik,1,61,142
Kanal,0,0,2
Kidričevo,0,4,11
Kobarid,0,0,1
Kobilje,0,0,3
Kočevje,3,8,31
Komen,0,7,10
Komenda,0,15,26
Koper/Capodistria,0,13,66
Kostanjevica na Krki,1,4,8
Kostel,0,0,1
Kozje,0,3,7
Kranj,21,147,291
Kranjska Gora,1,8,16
Križevci,0,2,6
Krško,7,43,71
Kungota,0,6,15
Kuzma,0,0,3
Laško,1,20,33
Lenart,0,8,32
Lendava/Lendva,0,10,49
Litija,3,33,85
Ljubljana,67,637,1680
Ljubno,0,5,13
Ljutomer,1,14,157
Log - Dragomer,4,15,41
Logatec,1,25,38
Loška dolina,1,4,9
Lovrenc na Pohorju,3,11,27
Luče,0,2,2
Lukovica,1,14,33
Majšperk,0,7,16
Makole,0,7,9
Maribor,14,129,405
Markovci,2,7,20
Medvode,0,16,56
Mengeš,2,13,30
Metlika,1,5,89
Mežica,3,26,38
Miklavž na Dravskem polju,0,6,18
Miren - Kostanjevica,1,3,6
Mirna,1,1,5
Mirna Peč,1,5,11
Mislinja,0,3,7
Mokronog - Trebelno,0,4,8
Moravče,5,19,26
Moravske Toplice,1,7,12
Mozirje,0,9,21
Murska Sobota,1,34,69
Muta,0,4,11
Naklo,2,15,28
Nazarje,0,7,9
Nova Gorica,1,14,53
Novo mesto,7,71,134
Odranci,2,3,8
Oplotnica,2,13,23
Ormož,0,5,19
Pesnica,2,5,19
Piran/Pirano,1,10,33
Pivka,1,6,69
Podčetrtek,0,0,9
Podlehnik,0,2,4
Podvelka,1,4,9
Poljčane,1,13,20
Polzela,1,4,15
Postojna,4,15,63
Prebold,0,10,26
Preddvor,0,8,19
Prevalje,2,36,59
Ptuj,2,26,53
Puconci,2,5,21
Rače - Fram,0,4,17
Radeče,0,7,10
Radenci,0,2,8
Radlje ob Dravi,0,6,11
Radovljica,1,41,75
Ravne na Koroškem,5,28,73
Razkrižje,0,3,4
Rečica ob Savinji,0,8,15
Renče - Vogrsko,0,3,7
Ribnica,1,6,33
Ribnica na  Pohorju,0,0,3
Rogaška Slatina,4,24,130
Rogašovci,0,4,4
Rogatec,3,7,30
Ruše,0,6,23
Selnica ob Dravi,1,19,25
Semič,1,6,18
Sevnica,0,53,90
Sežana,2,11,23
Slovenj Gradec,3,25,82
Slovenska Bistrica,5,46,122
Slovenske Konjice,1,35,81
Sodražica,4,7,15
Središče ob Dravi,2,3,4
Starše,3,18,34
Straža,0,3,4
Sveta Ana,0,0,14
Sveta Trojica v Slov. goricah,0,2,5
Sveti Andraž v Slov. goricah,0,1,1
Sveti Jurij ob Ščavnici,1,9,12
Sveti Tomaž,0,2,3
Šalovci,3,4,5
Šempeter - Vrtojba,1,5,9
Šenčur,1,18,42
Šentilj,0,5,23
Šentjernej,0,45,50
Šentjur,6,38,117
Šentrupert,1,2,11
Škocjan,2,9,12
Škofja Loka,10,99,142
Škofljica,5,61,99
Šmarje pri Jelšah,2,13,209
Šmarješke Toplice,0,5,13
Šmartno ob Paki,0,2,6
Šmartno pri Litiji,0,16,24
Šoštanj,2,13,27
Štore,1,3,11
Tabor,0,0,14
Tišina,0,9,22
Tolmin,2,29,39
Trbovlje,0,26,66
Trebnje,5,23,58
Trnovska vas,0,0,2
Trzin,1,15,22
Tržič,6,33,69
TUJINA,15,45,118
Turnišče,0,4,15
Velenje,9,54,124
Velika Polana,0,1,5
Velike Lašče,1,4,37
Veržej,0,0,7
Videm,0,8,15
Vipava,0,6,33
Vitanje,2,8,17
Vodice,0,10,31
Vojnik,5,20,41
Vransko,3,8,14
Vrhnika,12,68,88
Vuzenica,0,2,14
Zagorje ob Savi,0,33,58
Zavrč,0,0,2
Zreče,1,30,57
Žalec,2,20,65
Železniki,4,17,23
Žetale,0,1,4
Žiri,1,7,10
Žirovnica,0,5,17
Žužemberk,1,7,12
