Skupaj,19,267,1916
Ajdovščina,0,6,11
Beltinci,0,0,3
Benedikt,0,0,1
Bistrica ob Sotli,0,0,4
Bled,0,0,2
Bovec,0,0,1
Brezovica,0,1,12
Brežice,0,0,3
Cankova,0,0,1
Celje,0,3,21
Cerklje na Gorenjskem,0,1,3
Cerknica,0,11,17
Cerkno,0,0,2
Cerkvenjak,0,1,2
Črenšovci,0,5,7
Črna na Koroškem,0,0,4
Črnomelj,0,0,10
Destrnik,0,0,1
Dobje,0,0,1
Dobrepolje,0,0,1
Dobrna,0,0,2
Dobrova - Polhov Gradec,1,2,9
Dobrovnik/Dobronak,0,0,1
Dol pri Ljubljani,0,0,1
Dolenjske Toplice,0,0,4
Domžale,0,0,27
Dravograd,0,11,24
Duplek,0,0,2
Gorje,0,1,3
Gornja Radgona,0,0,1
Grosuplje,0,0,4
Hajdina,0,0,2
Hoče - Slivnica,0,1,3
Horjul,0,0,28
Hrastnik,6,25,32
Hrpelje - Kozina,0,0,1
Idrija,0,0,6
Ig,0,2,8
Ilirska Bistrica,0,3,8
Ivančna Gorica,0,1,6
Izola/Isola,0,0,4
Jesenice,0,1,20
Kamnik,0,3,23
Kanal,0,0,1
Kidričevo,0,0,1
Kobarid,0,0,1
Kobilje,0,0,3
Kočevje,0,2,8
Komenda,0,0,4
Koper/Capodistria,1,8,35
Kozje,0,0,1
Kranj,1,8,34
Kranjska Gora,0,0,3
Križevci,0,0,2
Krško,1,5,8
Kungota,0,0,2
Kuzma,0,0,1
Laško,0,2,5
Lenart,0,0,9
Lendava/Lendva,0,0,13
Litija,0,0,18
Ljubljana,1,30,326
Ljubno,0,0,5
Ljutomer,0,0,137
Log - Dragomer,0,0,2
Logatec,0,1,4
Loška dolina,0,0,2
Lovrenc na Pohorju,0,0,5
Lukovica,0,0,4
Majšperk,0,0,1
Maribor,0,12,54
Markovci,0,0,1
Medvode,0,3,11
Mengeš,1,2,12
Metlika,1,3,78
Mežica,0,0,1
Miklavž na Dravskem polju,0,0,5
Mirna,0,0,1
Mislinja,0,1,1
Mokronog - Trebelno,0,0,1
Moravče,0,0,6
Moravske Toplice,0,1,1
Mozirje,0,1,7
Murska Sobota,0,7,15
Naklo,0,0,3
Nazarje,0,0,1
Nova Gorica,0,6,14
Novo mesto,0,0,13
Odranci,0,1,2
Oplotnica,0,0,7
Ormož,0,0,6
Pesnica,0,0,2
Piran/Pirano,0,3,12
Pivka,0,3,18
Podčetrtek,0,0,3
Podvelka,0,2,3
Postojna,1,4,19
Prebold,0,0,4
Preddvor,0,0,3
Prevalje,0,0,5
Ptuj,0,0,5
Puconci,0,1,6
Rače - Fram,0,1,2
Radeče,0,0,2
Radenci,0,2,2
Radlje ob Dravi,0,0,1
Radovljica,0,1,10
Ravne na Koroškem,0,2,21
Razkrižje,0,0,1
Renče - Vogrsko,0,1,1
Ribnica,0,1,9
Ribnica na  Pohorju,0,0,2
Rogaška Slatina,0,0,44
Rogatec,0,0,8
Ruše,0,2,9
Selnica ob Dravi,0,0,1
Semič,0,0,8
Sevnica,0,0,6
Sežana,0,1,7
Slovenj Gradec,0,1,23
Slovenska Bistrica,0,9,25
Slovenske Konjice,0,0,2
Starše,0,0,2
Sveta Ana,0,0,8
Sveti Jurij ob Ščavnici,0,1,2
Šalovci,0,0,1
Šempeter - Vrtojba,0,1,2
Šenčur,0,1,5
Šentilj,0,0,11
Šentjernej,0,4,4
Šentjur,2,8,22
Šentrupert,0,0,8
Škofja Loka,0,0,17
Škofljica,0,0,8
Šmarje pri Jelšah,0,0,174
Šmarješke Toplice,0,0,4
Šmartno ob Paki,0,1,1
Šmartno pri Litiji,0,0,2
Šoštanj,0,0,1
Štore,0,0,4
Tabor,0,0,2
Tišina,0,1,2
Tolmin,0,0,5
Trbovlje,0,2,7
Trebnje,0,0,18
Trzin,0,0,1
Tržič,0,1,6
TUJINA,0,3,22
Turnišče,0,0,2
Velenje,0,13,22
Velika Polana,0,1,1
Velike Lašče,0,0,9
Veržej,0,0,7
Vipava,0,17,17
Vitanje,0,0,1
Vodice,0,0,7
Vojnik,0,0,1
Vrhnika,0,0,5
Vuzenica,0,1,1
Zagorje ob Savi,2,4,11
Zreče,0,1,4
Žalec,1,2,9
Železniki,0,0,1
Žetale,0,0,3
Žirovnica,0,0,9
Žužemberk,0,0,2
