Skupaj,387,2692,7507
Ajdovščina,7,22,43
Ankaran,1,2,5
Apače,0,3,4
Beltinci,3,19,24
Benedikt,0,0,5
Bistrica ob Sotli,0,2,6
Bled,3,10,19
Bloke,0,1,5
Bohinj,1,10,12
Borovnica,1,7,14
Bovec,1,3,5
Braslovče,1,6,44
Brda,0,2,2
Brezovica,0,19,47
Brežice,1,8,23
Cankova,0,2,4
Celje,8,63,171
Cerklje na Gorenjskem,6,17,20
Cerknica,0,1,27
Cerkno,0,2,5
Cerkvenjak,0,0,5
Cirkulane,0,2,5
Črenšovci,0,6,17
Črna na Koroškem,4,44,66
Črnomelj,1,2,25
Destrnik,0,2,6
Divača,0,9,15
Dobje,0,0,1
Dobrepolje,1,3,6
Dobrna,0,0,6
Dobrova - Polhov Gradec,1,9,21
Dobrovnik/Dobronak,0,1,4
Dol pri Ljubljani,0,7,11
Dolenjske Toplice,2,5,11
Domžale,15,62,141
Dornava,0,3,8
Dravograd,1,11,62
Duplek,0,8,16
Gorenja vas - Poljane,6,14,20
Gorišnica,0,10,11
Gorje,0,4,12
Gornja Radgona,1,3,18
Gornji Petrovci,0,0,1
Grad,0,1,3
Grosuplje,6,40,70
Hajdina,2,14,21
Hoče - Slivnica,2,31,43
Horjul,0,1,32
Hrastnik,3,18,113
Hrpelje - Kozina,0,4,10
Idrija,1,6,18
Ig,0,14,41
Ilirska Bistrica,5,18,72
Ivančna Gorica,9,21,36
Izola/Isola,1,6,15
Jesenice,7,52,87
Kamnik,9,47,123
Kanal,0,0,2
Kidričevo,0,1,8
Kobarid,0,0,1
Kobilje,0,0,3
Kočevje,0,7,25
Komen,1,8,9
Komenda,2,11,21
Koper/Capodistria,2,10,61
Kostanjevica na Krki,0,3,6
Kostel,0,1,1
Kozje,0,1,5
Kranj,9,87,210
Kranjska Gora,1,6,13
Križevci,0,1,5
Krško,6,27,52
Kungota,0,7,15
Kuzma,0,0,3
Laško,1,12,22
Lenart,2,10,30
Lendava/Lendva,0,15,48
Litija,1,25,70
Ljubljana,64,449,1368
Ljubno,1,3,11
Ljutomer,0,9,149
Log - Dragomer,1,12,34
Logatec,2,10,23
Loška dolina,0,3,8
Lovrenc na Pohorju,0,4,18
Luče,1,2,2
Lukovica,3,15,31
Majšperk,0,5,11
Makole,1,7,8
Maribor,7,107,350
Markovci,0,14,17
Medvode,1,15,48
Mengeš,2,8,24
Metlika,1,3,87
Mežica,3,26,30
Miklavž na Dravskem polju,0,5,17
Miren - Kostanjevica,0,0,3
Mirna,0,0,4
Mirna Peč,0,1,7
Mislinja,0,1,5
Mokronog - Trebelno,1,2,6
Moravče,2,11,17
Moravske Toplice,1,7,10
Mozirje,2,8,19
Murska Sobota,1,28,61
Muta,1,1,8
Naklo,1,11,23
Nazarje,2,7,9
Nova Gorica,3,13,46
Novo mesto,16,45,103
Odranci,0,0,5
Oplotnica,0,10,18
Ormož,0,4,17
Pesnica,1,4,17
Piran/Pirano,1,7,29
Pivka,1,4,65
Podčetrtek,0,3,9
Podlehnik,0,3,4
Podvelka,0,2,6
Poljčane,3,8,15
Polzela,0,2,12
Postojna,4,13,57
Prebold,2,12,24
Preddvor,1,6,15
Prevalje,3,32,44
Ptuj,2,25,44
Puconci,0,1,17
Rače - Fram,0,6,17
Radeče,0,0,3
Radenci,0,1,6
Radlje ob Dravi,0,2,6
Radovljica,4,28,54
Ravne na Koroškem,0,25,58
Razkrižje,0,1,2
Rečica ob Savinji,1,8,15
Renče - Vogrsko,2,2,6
Ribnica,1,2,28
Ribnica na  Pohorju,0,0,3
Rogaška Slatina,2,22,122
Rogašovci,0,4,4
Rogatec,1,4,26
Ruše,0,6,19
Selnica ob Dravi,0,9,15
Semič,1,1,13
Sevnica,0,12,46
Sežana,2,7,19
Slovenj Gradec,0,22,70
Slovenska Bistrica,8,37,104
Slovenske Konjice,2,33,70
Sodražica,0,1,9
Središče ob Dravi,0,1,1
Starše,1,7,21
Straža,0,2,3
Sveta Ana,0,0,14
Sveta Trojica v Slov. goricah,0,4,5
Sveti Andraž v Slov. goricah,0,1,1
Sveti Jurij ob Ščavnici,2,6,9
Sveti Tomaž,0,2,3
Šalovci,0,0,1
Šempeter - Vrtojba,1,2,6
Šenčur,0,11,34
Šentilj,0,1,19
Šentjernej,8,37,42
Šentjur,2,30,96
Šentrupert,0,1,10
Škocjan,3,5,8
Škofja Loka,10,56,87
Škofljica,11,36,68
Šmarje pri Jelšah,1,14,206
Šmarješke Toplice,1,4,12
Šmartno ob Paki,0,2,6
Šmartno pri Litiji,1,14,21
Šoštanj,1,11,23
Štore,0,0,8
Tabor,0,0,14
Tišina,1,4,15
Tolmin,1,22,30
Trbovlje,0,28,58
Trebnje,3,14,46
Trnovska vas,0,0,2
Trzin,4,14,19
Tržič,3,18,51
TUJINA,2,18,86
Turnišče,0,3,13
Velenje,5,30,95
Velika Polana,0,0,4
Velike Lašče,0,1,34
Veržej,0,0,7
Videm,0,6,13
Vipava,1,5,30
Vitanje,1,8,15
Vodice,1,14,27
Vojnik,2,10,30
Vransko,1,6,10
Vrhnika,17,36,53
Vuzenica,1,4,14
Zagorje ob Savi,1,27,46
Zavrč,0,0,2
Zreče,2,28,48
Žalec,2,15,55
Železniki,1,10,13
Žetale,0,0,3
Žiri,1,3,6
Žirovnica,0,6,17
Žužemberk,1,5,10
