Skupaj,99,837,3702
Ajdovščina,1,3,18
Ankaran,0,2,3
Beltinci,0,1,4
Benedikt,0,1,2
Bistrica ob Sotli,0,0,4
Bled,1,3,7
Bloke,0,0,4
Borovnica,0,4,6
Bovec,0,0,1
Braslovče,7,25,26
Brezovica,1,2,23
Brežice,0,7,14
Cankova,0,0,1
Celje,1,18,83
Cerklje na Gorenjskem,0,0,3
Cerknica,0,0,20
Cerkno,0,0,2
Cerkvenjak,1,1,3
Cirkulane,0,0,3
Črenšovci,0,3,11
Črna na Koroškem,0,3,7
Črnomelj,0,3,23
Destrnik,0,3,4
Dobje,0,0,1
Dobrepolje,0,0,2
Dobrna,0,2,6
Dobrova - Polhov Gradec,0,0,10
Dobrovnik/Dobronak,0,0,1
Dol pri Ljubljani,0,0,3
Dolenjske Toplice,0,0,6
Domžale,0,11,50
Dornava,0,1,1
Dravograd,0,10,43
Duplek,0,0,3
Gorenja vas - Poljane,0,1,1
Gorišnica,0,1,1
Gorje,0,1,5
Gornja Radgona,0,2,8
Gornji Petrovci,1,1,1
Grad,0,0,2
Grosuplje,1,5,26
Hajdina,0,1,3
Hoče - Slivnica,0,6,10
Horjul,0,2,30
Hrastnik,0,3,89
Hrpelje - Kozina,0,2,5
Idrija,0,4,12
Ig,0,7,21
Ilirska Bistrica,4,9,29
Ivančna Gorica,0,3,12
Izola/Isola,0,0,6
Jesenice,1,5,28
Kamnik,0,12,52
Kanal,0,0,2
Kidričevo,0,1,4
Kobarid,0,0,1
Kobilje,0,0,3
Kočevje,0,3,13
Komenda,0,3,10
Koper/Capodistria,0,4,51
Kostanjevica na Krki,0,1,3
Kozje,0,0,2
Kranj,1,23,85
Kranjska Gora,0,1,4
Križevci,0,0,3
Krško,0,7,23
Kungota,0,3,6
Kuzma,0,1,3
Laško,0,1,10
Lenart,1,6,16
Lendava/Lendva,0,4,27
Litija,0,6,31
Ljubljana,17,161,671
Ljubno,0,0,8
Ljutomer,0,0,139
Log - Dragomer,0,2,6
Logatec,0,2,10
Loška dolina,0,1,5
Lovrenc na Pohorju,0,2,7
Lukovica,0,3,13
Majšperk,0,0,4
Makole,1,1,1
Maribor,19,85,160
Markovci,0,0,1
Medvode,1,7,21
Mengeš,0,2,14
Metlika,0,2,83
Mežica,0,0,1
Miklavž na Dravskem polju,0,1,10
Miren - Kostanjevica,0,0,1
Mirna,0,0,3
Mirna Peč,0,2,6
Mislinja,0,0,4
Mokronog - Trebelno,0,1,3
Moravče,0,0,6
Moravske Toplice,0,2,3
Mozirje,0,0,9
Murska Sobota,0,7,28
Muta,0,0,3
Naklo,1,4,9
Nazarje,0,1,2
Nova Gorica,0,3,24
Novo mesto,0,15,51
Odranci,0,0,5
Oplotnica,0,0,7
Ormož,0,4,10
Pesnica,0,3,7
Piran/Pirano,0,1,19
Pivka,6,11,31
Podčetrtek,0,1,4
Podlehnik,0,0,1
Podvelka,0,0,3
Poljčane,0,3,6
Polzela,1,4,9
Postojna,2,5,31
Prebold,1,2,8
Preddvor,0,4,7
Prevalje,0,2,10
Ptuj,0,7,14
Puconci,2,7,13
Rače - Fram,1,5,7
Radeče,0,0,3
Radenci,0,1,4
Radlje ob Dravi,1,1,2
Radovljica,3,6,19
Ravne na Koroškem,0,1,26
Razkrižje,0,0,1
Rečica ob Savinji,0,2,6
Renče - Vogrsko,0,0,3
Ribnica,0,3,24
Ribnica na  Pohorju,0,0,2
Rogaška Slatina,0,12,76
Rogatec,0,1,19
Ruše,0,0,9
Selnica ob Dravi,0,1,2
Semič,0,3,12
Sevnica,0,14,26
Sežana,0,2,11
Slovenj Gradec,0,2,33
Slovenska Bistrica,2,15,46
Slovenske Konjice,2,5,9
Sodražica,0,3,7
Starše,0,5,10
Straža,0,1,1
Sveta Ana,2,3,11
Sveta Trojica v Slov. goricah,0,0,1
Sveti Jurij ob Ščavnici,0,0,3
Sveti Tomaž,0,0,1
Šalovci,0,0,1
Šempeter - Vrtojba,0,0,3
Šenčur,1,2,18
Šentilj,0,1,13
Šentjernej,0,1,5
Šentjur,0,14,53
Šentrupert,0,0,9
Škocjan,0,0,2
Škofja Loka,1,3,25
Škofljica,1,10,26
Šmarje pri Jelšah,1,4,186
Šmarješke Toplice,0,0,8
Šmartno ob Paki,0,1,2
Šmartno pri Litiji,0,0,6
Šoštanj,0,6,9
Štore,0,1,7
Tabor,2,7,10
Tišina,0,6,10
Tolmin,0,0,5
Trbovlje,1,4,23
Trebnje,0,5,30
Trnovska vas,0,1,2
Trzin,0,1,3
Tržič,0,6,27
TUJINA,2,21,59
Turnišče,1,7,9
Velenje,0,9,57
Velika Polana,0,0,4
Velike Lašče,0,12,30
Veržej,0,0,7
Videm,0,2,5
Vipava,0,0,25
Vitanje,0,0,2
Vodice,0,0,12
Vojnik,1,8,11
Vransko,0,1,1
Vrhnika,0,2,9
Vuzenica,0,4,7
Zagorje ob Savi,0,1,16
Zavrč,0,0,1
Zreče,0,1,8
Žalec,5,16,32
Železniki,0,0,2
Žetale,0,0,3
Žiri,0,0,3
Žirovnica,0,1,10
Žužemberk,0,3,5
