"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",60238,483,58332,1467,7,44,1096139,"JP-01"
"Aomori","青森県",5693,223,5435,35,4,0,86352,"JP-02"
"Iwate","岩手県",3479,12,3415,52,0,0,119973,"JP-03"
"Miyagi","宮城県",16204,191,15886,117,3,10,237947,"JP-04"
"Akita","秋田県",1862,26,1810,26,1,0,26014,"JP-05"
"Yamagata","山形県",3498,44,3398,56,0,0,95412,"JP-06"
"Fukushima","福島県",9439,62,9203,174,4,0,403057,"JP-07"
"Ibaraki","茨城県",24141,305,23621,215,9,0,39827,"JP-08"
"Tochigi","栃木県",15240,261,14864,115,4,0,477313,"JP-09"
"Gunma","群馬県",16566,180,16214,172,11,0,289937,"JP-10"
"Saitama","埼玉県",114670,1802,111864,1004,49,0,1432108,"JP-11"
"Chiba","千葉県",99559,1109,97374,998,38,78,1048539,"JP-12"
"Tokyo","東京都",375416,3306,369190,2920,100,0,3600035,"JP-13"
"Kanagawa","神奈川県",167590,1479,164854,1257,71,0,1574082,"JP-14"
"Niigata","新潟県",7840,202,7578,60,3,0,278409,"JP-15"
"Toyama","富山県",4793,45,4698,50,2,0,112123,"JP-16"
"Ishikawa","石川県",7846,102,7598,124,2,22,189412,"JP-17"
"Fukui","福井県",3045,83,2925,37,1,0,114441,"JP-18"
"Yamanashi","山梨県",5109,114,4966,29,0,0,108734,"JP-19"
"Nagano","長野県",8723,85,8595,96,1,53,309713,"JP-20"
"Gifu","岐阜県",18724,335,18347,214,5,172,399420,"JP-21"
"Shizuoka","静岡県",26592,270,26117,205,6,0,606711,"JP-22"
"Aichi","愛知県",105170,2664,101373,1133,39,0,1275363,"JP-23"
"Mie","三重県",14619,229,14547,162,4,319,258291,"JP-24"
"Shiga","滋賀県",12239,194,11945,100,1,0,250453,"JP-25"
"Kyoto","京都府",35473,1249,33908,277,24,39,414612,"JP-26"
"Osaka","大阪府",199553,3870,190901,2969,251,1813,3387053,"JP-27"
"Hyogo","兵庫県",77222,1378,74457,1388,32,1,731820,"JP-28"
"Nara","奈良県",15654,250,15255,149,6,0,245022,"JP-29"
"Wakayama","和歌山県",5235,60,5011,61,5,103,64576,"JP-30"
"Tottori","鳥取県",1637,12,1597,5,0,23,143679,"JP-31"
"Shimane","島根県",1614,60,1551,3,0,0,53023,"JP-32"
"Okayama","岡山県",15094,254,14612,135,5,93,253818,"JP-33"
"Hiroshima","広島県",21588,297,21095,196,6,0,876569,"JP-34"
"Yamaguchi","山口県",5586,81,5416,89,0,0,182635,"JP-35"
"Tokushima","徳島県",3253,62,3127,64,2,0,101888,"JP-36"
"Kagawa","香川県",4681,44,4600,36,2,1,126546,"JP-37"
"Ehime","愛媛県",5149,114,4954,81,3,0,145851,"JP-38"
"Kochi","高知県",4101,41,4029,31,1,0,94890,"JP-39"
"Fukuoka","福岡県",73912,2386,70883,610,23,33,1229013,"JP-40"
"Saga","佐賀県",5746,65,5693,29,1,41,100401,"JP-41"
"Nagasaki","長崎県",5983,79,5834,71,0,1,175928,"JP-42"
"Kumamoto","熊本県",14277,189,13953,135,6,0,121171,"JP-43"
"Oita","大分県",8088,136,7871,81,3,0,257574,"JP-44"
"Miyazaki","宮崎県",6129,51,6021,41,4,16,72289,"JP-45"
"Kagoshima","鹿児島県",9051,56,8994,65,1,64,166297,"JP-46"
"Okinawa","沖縄県",49615,973,48171,307,38,164,388564,"JP-47"
