"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",16578,1514,14511,565,16,12,296993,"JP-01"
"Aomori","青森県",677,69,599,9,4,0,12455,"JP-02"
"Iwate","岩手県",487,52,410,25,1,0,18808,"JP-03"
"Miyagi","宮城県",3221,533,2666,22,10,0,45534,"JP-04"
"Akita","秋田県",242,63,178,1,1,0,6089,"JP-05"
"Yamagata","山形県",457,32,412,13,1,0,13066,"JP-06"
"Fukushima","福島県",1584,295,1254,35,11,0,76841,"JP-07"
"Ibaraki","茨城県",4319,883,3385,51,12,0,21908,"JP-08"
"Tochigi","栃木県",3527,971,2556,35,20,35,98784,"JP-09"
"Gunma","群馬県",3581,495,3021,65,11,0,69533,"JP-10"
"Saitama","埼玉県",23060,5273,17483,304,91,0,418597,"JP-11"
"Chiba","千葉県",19918,6433,13277,208,47,0,302123,"JP-12"
"Tokyo","東京都",92904,18235,73890,779,156,0,1232156,"JP-13"
"Kanagawa","神奈川県",37474,4978,32106,390,116,0,455639,"JP-14"
"Niigata","新潟県",838,146,692,7,1,7,35121,"JP-15"
"Toyama","富山県",839,89,723,27,3,0,28649,"JP-16"
"Ishikawa","石川県",1416,215,1188,56,7,43,38179,"JP-17"
"Fukui","福井県",476,76,387,13,4,0,25002,"JP-18"
"Yamanashi","山梨県",874,109,753,12,4,0,14741,"JP-19"
"Nagano","長野県",2155,311,1834,28,1,18,69826,"JP-20"
"Gifu","岐阜県",3907,598,3246,63,14,0,96096,"JP-21"
"Shizuoka","静岡県",4181,810,3302,69,11,0,128855,"JP-22"
"Aichi","愛知県",22427,3299,18774,354,58,0,281822,"JP-23"
"Mie","三重県",1976,390,1558,28,4,0,42391,"JP-24"
"Shiga","滋賀県",1936,396,1514,26,11,0,51471,"JP-25"
"Kyoto","京都府",7393,1511,5850,93,21,61,118410,"JP-26"
"Osaka","大阪府",41033,6137,34070,826,174,0,603837,"JP-27"
"Hyogo","兵庫県",14985,2108,12534,343,58,0,185552,"JP-28"
"Nara","奈良県",2833,399,2400,34,11,0,63299,"JP-29"
"Wakayama","和歌山県",975,145,804,12,15,14,20208,"JP-30"
"Tottori","鳥取県",189,35,149,2,1,3,31811,"JP-31"
"Shimane","島根県",242,12,230,0,0,0,11764,"JP-32"
"Okayama","岡山県",2219,387,1750,17,21,65,47392,"JP-33"
"Hiroshima","広島県",4578,406,4009,81,13,82,107047,"JP-34"
"Yamaguchi","山口県",1077,351,718,8,2,0,40022,"JP-35"
"Tokushima","徳島県",359,114,233,12,0,0,19831,"JP-36"
"Kagawa","香川県",586,177,397,12,1,0,34634,"JP-37"
"Ehime","愛媛県",931,204,710,17,3,0,22607,"JP-38"
"Kochi","高知県",818,61,744,13,4,0,6693,"JP-39"
"Fukuoka","福岡県",14621,3793,10666,162,28,0,343861,"JP-40"
"Saga","佐賀県",886,214,684,4,2,16,21777,"JP-41"
"Nagasaki","長崎県",1359,381,981,18,2,21,52644,"JP-42"
"Kumamoto","熊本県",3076,273,2243,45,16,515,48014,"JP-43"
"Oita","大分県",1032,165,853,14,3,0,58344,"JP-44"
"Miyazaki","宮崎県",1696,350,1339,15,8,8,20872,"JP-45"
"Kagoshima","鹿児島県",1497,225,1272,15,2,15,52400,"JP-46"
"Okinawa","沖縄県",6939,822,6032,90,7,5,115893,"JP-47"
