"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",2390,210,2073,107,0,0,65584
"Aomori","青森県",39,2,36,1,0,0,2619
"Iwate","岩手県",24,1,23,0,0,0,4682
"Miyagi","宮城県",491,47,442,2,1,0,11617
"Akita","秋田県",59,5,54,0,0,0,2349
"Yamagata","山形県",81,3,77,1,0,0,5298
"Fukushima","福島県",319,67,247,5,3,0,23265
"Ibaraki","茨城県",710,45,648,17,5,0,13060
"Tochigi","栃木県",444,15,430,1,0,2,33555
"Gunma","群馬県",763,39,703,19,4,2,25367
"Saitama","埼玉県",5131,380,4649,102,10,0,157456
"Chiba","千葉県",4346,325,3947,74,12,0,106437
"Tokyo","東京都",27959,1974,25562,423,27,0,515503
"Kanagawa","神奈川県",7591,515,6925,151,18,0,172457
"Niigata","新潟県",179,9,170,0,0,0,16452
"Toyama","富山県",422,3,393,26,0,0,13531
"Ishikawa","石川県",782,20,715,47,0,0,14607
"Fukui","福井県",249,4,234,11,0,0,10254
"Yamanashi","山梨県",197,2,189,6,1,0,11057
"Nagano","長野県",320,6,313,2,0,1,20367
"Gifu","岐阜県",636,9,617,10,1,0,24420
"Shizuoka","静岡県",567,11,554,2,0,0,37931
"Aichi","愛知県",5557,238,5228,91,8,0,85912
"Mie","三重県",542,30,505,7,0,0,14328
"Shiga","滋賀県",518,16,494,8,0,0,13058
"Kyoto","京都府",1863,93,1743,27,2,0,46776
"Osaka","大阪府",11249,437,10572,224,21,16,204301
"Hyogo","兵庫県",2913,134,2720,59,15,0,61514
"Nara","奈良県",603,26,568,9,1,0,22589
"Wakayama","和歌山県",252,10,235,4,1,3,9793
"Tottori","鳥取県",36,1,35,0,0,0,5539
"Shimane","島根県",140,0,140,0,0,0,5943
"Okayama","岡山県",164,8,152,1,3,3,8654
"Hiroshima","広島県",641,60,577,3,1,1,24634
"Yamaguchi","山口県",209,9,198,2,1,0,10725
"Tokushima","徳島県",149,0,131,9,0,9,7104
"Kagawa","香川県",96,3,91,2,0,0,11827
"Ehime","愛媛県",115,1,108,6,0,0,4192
"Kochi","高知県",139,1,134,4,0,0,3542
"Fukuoka","福岡県",5105,69,4937,99,7,0,145841
"Saga","佐賀県",249,3,248,0,0,2,6322
"Nagasaki","長崎県",241,3,233,3,0,2,20210
"Kumamoto","熊本県",714,66,606,8,1,34,17813
"Oita","大分県",158,1,155,2,0,0,18432
"Miyazaki","宮崎県",344,0,344,1,0,1,8677
"Kagoshima","鹿児島県",456,24,432,12,0,12,20797
"Okinawa","沖縄県",2769,237,2487,49,7,4,45025
