"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",2518,211,2199,108,2,0,69832
"Aomori","青森県",104,67,36,1,1,0,3071
"Iwate","岩手県",26,3,23,0,0,0,4874
"Miyagi","宮城県",524,43,479,2,1,0,12291
"Akita","秋田県",59,1,58,0,0,0,2361
"Yamagata","山形県",81,2,78,1,0,0,5338
"Fukushima","福島県",362,84,272,6,2,0,24897
"Ibaraki","茨城県",728,30,680,18,2,0,13174
"Tochigi","栃木県",465,19,439,1,0,6,34469
"Gunma","群馬県",774,38,712,19,4,5,26336
"Saitama","埼玉県",5371,431,4837,103,9,0,163381
"Chiba","千葉県",4530,347,4107,76,10,0,111109
"Tokyo","東京都",28971,1958,26577,436,24,0,535672
"Kanagawa","神奈川県",7942,570,7218,154,19,0,178657
"Niigata","新潟県",180,4,176,0,0,0,16849
"Toyama","富山県",423,1,396,26,0,0,13903
"Ishikawa","石川県",795,25,723,47,0,0,15397
"Fukui","福井県",256,11,234,11,0,0,10331
"Yamanashi","山梨県",199,2,191,6,0,0,11173
"Nagano","長野県",326,8,317,4,0,3,20863
"Gifu","岐阜県",642,12,620,10,1,0,24987
"Shizuoka","静岡県",575,15,558,2,0,0,39100
"Aichi","愛知県",5664,232,5341,91,9,0,88963
"Mie","三重県",549,17,525,7,0,0,14646
"Shiga","滋賀県",524,13,503,8,0,0,13298
"Kyoto","京都府",1907,119,1761,27,1,0,48126
"Osaka","大阪府",11514,464,10807,227,20,16,212793
"Hyogo","兵庫県",2995,120,2814,61,18,0,63557
"Nara","奈良県",613,28,576,9,2,0,23057
"Wakayama","和歌山県",255,7,241,4,1,3,9924
"Tottori","鳥取県",36,0,36,0,0,0,5548
"Shimane","島根県",140,0,140,0,0,0,6023
"Okayama","岡山県",173,12,155,1,2,5,8654
"Hiroshima","広島県",649,39,606,4,1,0,25370
"Yamaguchi","山口県",209,2,205,2,1,0,10947
"Tokushima","徳島県",158,0,140,9,0,9,7188
"Kagawa","香川県",99,4,93,2,0,0,12432
"Ehime","愛媛県",116,2,108,6,0,0,4240
"Kochi","高知県",140,1,135,4,0,0,3586
"Fukuoka","福岡県",5139,64,4976,99,6,0,150735
"Saga","佐賀県",252,5,249,0,0,2,6545
"Nagasaki","長崎県",241,3,235,3,0,0,20757
"Kumamoto","熊本県",744,66,660,8,0,10,18430
"Oita","大分県",159,2,155,2,0,0,19203
"Miyazaki","宮崎県",366,1,365,1,0,1,8703
"Kagoshima","鹿児島県",463,18,463,12,0,30,21290
"Okinawa","沖縄県",2918,274,2593,55,8,4,47630
