"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths"
"Hokkaido","北海道",473,273,179,21
"Aomori","青森県",22,12,10,0
"Iwate","岩手県",0,0,0,0
"Miyagi","宮城県",84,70,14,0
"Akita","秋田県",16,11,5,0
"Yamagata","山形県",64,47,17,0
"Fukushima","福島県",64,49,15,0
"Ibaraki","茨城県",146,123,17,6
"Tochigi","栃木県",51,43,8,0
"Gunma","群馬県",131,108,14,9
"Saitama","埼玉県",681,639,32,10
"Chiba","千葉県",704,613,80,11
"Tokyo","東京都",3320,3242,59,19
"Kanagawa","神奈川県",816,706,91,19
"Niigata","新潟県",58,26,32,0
"Toyama","富山県",115,105,8,2
"Ishikawa","石川県",190,168,17,5
"Fukui","福井県",118,88,26,4
"Yamanashi","山梨県",50,41,9,0
"Nagano","長野県",54,48,6,0
"Gifu","岐阜県",140,111,24,5
"Shizuoka","静岡県",53,41,12,0
"Aichi","愛知県",422,329,66,27
"Mie","三重県",41,29,11,1
"Shiga","滋賀県",76,62,13,1
"Kyoto","京都府",264,172,86,6
"Osaka","大阪府",1351,1083,253,15
"Hyogo","兵庫県",546,464,65,17
"Nara","奈良県",73,58,14,1
"Wakayama","和歌山県",47,24,22,1
"Tottori","鳥取県",3,3,0,0
"Shimane","島根県",16,16,0,0
"Okayama","岡山県",19,15,4,0
"Hiroshima","広島県",138,126,12,0
"Yamaguchi","山口県",31,16,15,0
"Tokushima","徳島県",5,2,3,0
"Kagawa","香川県",26,25,1,0
"Ehime","愛媛県",47,35,9,3
"Kochi","高知県",69,45,22,2
"Fukuoka","福岡県",539,439,87,13
"Saga","佐賀県",17,16,1,0
"Nagasaki","長崎県",17,12,5,0
"Kumamoto","熊本県",41,33,7,1
"Oita","大分県",60,40,19,1
"Miyazaki","宮崎県",17,13,4,0
"Kagoshima","鹿児島県",10,8,2,0
"Okinawa","沖縄県",125,111,11,3
