"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",60437,201,58776,1469,1,9,1117238,"JP-01"
"Aomori","青森県",5774,103,5633,38,2,0,89386,"JP-02"
"Iwate","岩手県",3486,5,3428,53,0,0,122287,"JP-03"
"Miyagi","宮城県",16242,49,16076,117,2,0,241476,"JP-04"
"Akita","秋田県",1893,20,1846,27,0,0,26665,"JP-05"
"Yamagata","山形県",3511,9,3446,56,0,0,99335,"JP-06"
"Fukushima","福島県",9465,22,9269,174,2,0,412548,"JP-07"
"Ibaraki","茨城県",24315,130,23968,217,8,0,40366,"JP-08"
"Tochigi","栃木県",15379,113,15150,116,3,0,484500,"JP-09"
"Gunma","群馬県",16660,83,16404,173,4,0,297850,"JP-10"
"Saitama","埼玉県",115261,561,113686,1014,30,0,1464049,"JP-11"
"Chiba","千葉県",100060,444,98584,1007,19,25,1078047,"JP-12"
"Tokyo","東京都",376825,1400,372391,3034,62,0,3680048,"JP-13"
"Kanagawa","神奈川県",168438,691,166460,1287,30,0,1608346,"JP-14"
"Niigata","新潟県",7953,92,7800,61,2,0,287705,"JP-15"
"Toyama","富山県",4834,40,4743,51,1,0,115089,"JP-16"
"Ishikawa","石川県",7918,58,7711,127,1,22,195519,"JP-17"
"Fukui","福井県",3084,24,3023,37,1,0,116776,"JP-18"
"Yamanashi","山梨県",5141,18,5094,29,0,0,111974,"JP-19"
"Nagano","長野県",8806,60,8705,96,0,55,318196,"JP-20"
"Gifu","岐阜県",18959,178,18761,216,4,196,409705,"JP-21"
"Shizuoka","静岡県",26690,62,26401,209,1,18,623263,"JP-22"
"Aichi","愛知県",105878,624,104108,1146,16,0,1315841,"JP-23"
"Mie","三重県",14712,129,14741,163,3,321,263303,"JP-24"
"Shiga","滋賀県",12328,72,12154,102,1,0,256896,"JP-25"
"Kyoto","京都府",35730,301,35134,287,14,8,423194,"JP-26"
"Osaka","大阪府",201204,1820,194674,3005,169,1705,3509941,"JP-27"
"Hyogo","兵庫県",77952,607,75956,1391,22,2,751447,"JP-28"
"Nara","奈良県",15762,111,15502,149,3,0,250724,"JP-29"
"Wakayama","和歌山県",5278,25,5087,62,2,104,65426,"JP-30"
"Tottori","鳥取県",1651,11,1612,5,0,23,146940,"JP-31"
"Shimane","島根県",1632,14,1614,4,0,0,55076,"JP-32"
"Okayama","岡山県",15184,79,14937,136,1,32,266922,"JP-33"
"Hiroshima","広島県",21821,132,21490,199,4,0,889244,"JP-34"
"Yamaguchi","山口県",5646,62,5493,91,0,0,186064,"JP-35"
"Tokushima","徳島県",3278,22,3191,65,0,0,104120,"JP-36"
"Kagawa","香川県",4693,15,4640,38,1,0,129239,"JP-37"
"Ehime","愛媛県",5270,110,5078,82,1,0,152806,"JP-38"
"Kochi","高知県",4118,13,4074,31,2,0,99084,"JP-39"
"Fukuoka","福岡県",74195,518,73046,616,18,15,1256139,"JP-40"
"Saga","佐賀県",5797,42,5773,29,1,47,103884,"JP-41"
"Nagasaki","長崎県",6046,51,5923,73,0,1,180005,"JP-42"
"Kumamoto","熊本県",14330,58,14137,135,4,0,123090,"JP-43"
"Oita","大分県",8172,59,8029,84,1,0,264781,"JP-44"
"Miyazaki","宮崎県",6145,16,6072,41,0,16,72785,"JP-45"
"Kagoshima","鹿児島県",9076,23,9054,65,0,66,168134,"JP-46"
"Okinawa","沖縄県",49886,277,49209,345,8,55,395988,"JP-47"
