"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",989,389,528,72,17,0,9938
"Aomori","青森県",27,6,21,0,0,1,797
"Iwate","岩手県",0,0,0,0,0,0,465
"Miyagi","宮城県",88,5,82,1,0,0,2475
"Akita","秋田県",16,1,15,0,0,0,905
"Yamagata","山形県",69,11,58,0,2,0,2541
"Fukushima","福島県",81,20,61,0,2,0,2827
"Ibaraki","茨城県",168,54,105,9,2,16,4252
"Tochigi","栃木県",58,18,40,0,5,0,2795
"Gunma","群馬県",147,47,82,18,1,0,3237
"Saitama","埼玉県",979,204,730,45,8,0,15348
"Chiba","千葉県",890,221,627,42,11,3,12272
"Tokyo","東京都",5036,1431,3386,219,53,0,14010
"Kanagawa","神奈川県",1251,379,809,63,34,0,7931
"Niigata","新潟県",83,23,60,0,0,1,3710
"Toyama","富山県",224,69,137,18,2,0,2935
"Ishikawa","石川県",285,99,166,20,3,0,2448
"Fukui","福井県",122,15,99,8,2,0,2297
"Yamanashi","山梨県",57,6,51,0,1,0,3205
"Nagano","長野県",76,24,52,"-",2,0,2324
"Gifu","岐阜県",150,10,133,7,1,0,3018
"Shizuoka","静岡県",73,6,66,1,2,0,3261
"Aichi","愛知県",503,79,390,34,4,5,8773
"Mie","三重県",45,7,37,1,0,0,2264
"Shiga","滋賀県",98,20,77,1,1,0,1556
"Kyoto","京都府",358,62,283,13,1,0,6285
"Osaka","大阪府",1765,443,1256,66,41,9,18932
"Hyogo","兵庫県",698,113,548,37,19,0,9800
"Nara","奈良県",90,12,76,2,0,0,2383
"Wakayama","和歌山県",63,8,52,3,0,0,3477
"Tottori","鳥取県",3,2,1,0,0,0,1223
"Shimane","島根県",24,8,16,0,1,0,967
"Okayama","岡山県",25,2,23,"-","-",0,1483
"Hiroshima","広島県",165,52,111,2,1,0,6320
"Yamaguchi","山口県",37,4,33,0,1,0,1598
"Tokushima","徳島県",5,0,4,1,0,0,663
"Kagawa","香川県",28,2,26,0,0,0,1935
"Ehime","愛媛県",70,26,41,3,0,0,1441
"Kochi","高知県",74,5,66,3,0,0,1650
"Fukuoka","福岡県",657,110,522,25,10,0,12301
"Saga","佐賀県",46,17,29,0,0,2,1301
"Nagasaki","長崎県",17,1,15,1,0,0,2500
"Kumamoto","熊本県",48,14,31,3,1,0,3656
"Oita","大分県",60,3,56,1,0,0,3644
"Miyazaki","宮崎県",17,4,13,0,0,0,1290
"Kagoshima","鹿児島県",10,3,7,0,0,0,1585
"Okinawa","沖縄県",142,21,115,6,4,0,2643
