"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1125,146,888,91,11,0,16302
"Aomori","青森県",27,0,26,1,0,0,889
"Iwate","岩手県",0,0,0,0,0,0,761
"Miyagi","宮城県",88,0,87,1,0,0,3119
"Akita","秋田県",16,0,16,0,0,0,952
"Yamagata","山形県",69,2,67,0,1,0,2459
"Fukushima","福島県",81,3,78,0,0,0,5159
"Ibaraki","茨城県",168,3,155,10,0,0,4872
"Tochigi","栃木県",66,4,62,0,0,0,5034
"Gunma","群馬県",151,6,126,19,1,0,4076
"Saitama","埼玉県",1008,29,928,51,5,0,24572
"Chiba","千葉県",910,22,843,45,4,0,15743
"Tokyo","東京都",5408,339,4758,311,23,0,16143
"Kanagawa","神奈川県",1398,125,1185,88,15,0,10756
"Niigata","新潟県",83,1,81,0,0,1,4428
"Toyama","富山県",227,6,199,22,0,0,3537
"Ishikawa","石川県",299,33,239,27,2,0,2800
"Fukui","福井県",122,1,113,8,1,0,2875
"Yamanashi","山梨県",67,3,63,1,0,0,4487
"Nagano","長野県",76,5,71,"-",0,0,2901
"Gifu","岐阜県",153,4,142,7,1,0,3951
"Shizuoka","静岡県",75,1,73,1,0,0,3637
"Aichi","愛知県",511,7,465,34,0,5,10844
"Mie","三重県",45,0,44,1,0,0,2587
"Shiga","滋賀県",100,2,97,1,1,0,1978
"Kyoto","京都府",359,7,334,18,0,0,8644
"Osaka","大阪府",1785,62,1635,84,15,4,33639
"Hyogo","兵庫県",699,4,652,43,3,0,11640
"Nara","奈良県",92,1,89,2,0,0,2898
"Wakayama","和歌山県",63,0,60,3,0,0,3797
"Tottori","鳥取県",3,0,3,0,0,0,1402
"Shimane","島根県",24,1,23,0,1,0,1169
"Okayama","岡山県",25,0,25,"-","-",0,1780
"Hiroshima","広島県",168,1,164,3,0,0,7297
"Yamaguchi","山口県",37,1,36,0,1,0,1873
"Tokushima","徳島県",5,0,4,1,0,0,784
"Kagawa","香川県",28,0,28,0,0,0,2312
"Ehime","愛媛県",82,11,67,4,0,0,2477
"Kochi","高知県",74,0,71,3,0,0,1848
"Fukuoka","福岡県",805,133,645,27,6,0,14385
"Saga","佐賀県",47,0,45,0,0,2,1505
"Nagasaki","長崎県",17,0,16,1,0,0,2956
"Kumamoto","熊本県",48,1,44,3,0,0,4055
"Oita","大分県",60,0,59,1,0,0,4278
"Miyazaki","宮崎県",17,0,17,0,0,0,1441
"Kagoshima","鹿児島県",10,0,10,0,0,0,2009
"Okinawa","沖縄県",142,0,139,7,0,0,2925
