"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",40390,4572,34653,1284,35,119,731750,"JP-01"
"Aomori","青森県",2447,89,2328,30,2,0,47732,"JP-02"
"Iwate","岩手県",1580,120,1414,46,0,0,79746,"JP-03"
"Miyagi","宮城県",9023,141,8791,84,9,7,150890,"JP-04"
"Akita","秋田県",762,16,727,19,1,0,14046,"JP-05"
"Yamagata","山形県",2007,58,1903,46,3,0,61862,"JP-06"
"Fukushima","福島県",4701,118,4428,155,4,0,261499,"JP-07"
"Ibaraki","茨城県",10111,319,9635,157,11,0,32980,"JP-08"
"Tochigi","栃木県",6663,261,6322,80,10,0,274337,"JP-09"
"Gunma","群馬県",7976,153,7675,148,8,0,182168,"JP-10"
"Saitama","埼玉県",44975,1110,43051,814,34,0,917669,"JP-11"
"Chiba","千葉県",38299,958,36647,694,20,0,641726,"JP-12"
"Tokyo","東京都",166065,3671,160244,2150,46,0,2381420,"JP-13"
"Kanagawa","神奈川県",64025,1773,61328,924,48,0,972090,"JP-14"
"Niigata","新潟県",3357,154,3157,46,1,0,154556,"JP-15"
"Toyama","富山県",1954,74,1843,37,5,0,68443,"JP-16"
"Ishikawa","石川県",3869,122,3633,111,3,3,110969,"JP-17"
"Fukui","福井県",1062,17,1011,34,0,0,61201,"JP-18"
"Yamanashi","山梨県",1777,220,1537,20,2,0,47764,"JP-19"
"Nagano","長野県",4930,126,4785,89,2,70,189515,"JP-20"
"Gifu","岐阜県",9257,376,8705,176,19,0,254848,"JP-21"
"Shizuoka","静岡県",8823,434,8246,143,6,0,372339,"JP-22"
"Aichi","愛知県",49593,3002,45710,881,74,0,763178,"JP-23"
"Mie","三重県",5127,213,4942,108,9,136,134562,"JP-24"
"Shiga","滋賀県",5398,291,5024,83,10,0,139747,"JP-25"
"Kyoto","京都府",16325,416,15645,229,18,35,268127,"JP-26"
"Osaka","大阪府",101678,5641,92651,2524,209,862,1960110,"JP-27"
"Hyogo","兵庫県",40452,756,38441,1256,59,1,481717,"JP-28"
"Nara","奈良県",8068,164,7784,120,10,0,158592,"JP-29"
"Wakayama","和歌山県",2651,25,2523,47,6,56,41052,"JP-30"
"Tottori","鳥取県",466,8,449,2,0,7,79256,"JP-31"
"Shimane","島根県",549,16,533,0,2,0,28600,"JP-32"
"Okayama","岡山県",7544,269,7125,120,7,30,153838,"JP-33"
"Hiroshima","広島県",11166,384,10548,150,16,84,523290,"JP-34"
"Yamaguchi","山口県",3065,179,2817,69,2,0,113166,"JP-35"
"Tokushima","徳島県",1641,17,1561,63,0,0,61260,"JP-36"
"Kagawa","香川県",2063,64,1978,26,4,5,81398,"JP-37"
"Ehime","愛媛県",2736,20,2641,75,4,0,91487,"JP-38"
"Kochi","高知県",1652,127,1504,21,12,0,10530,"JP-39"
"Fukuoka","福岡県",34937,1818,32584,490,43,45,786833,"JP-40"
"Saga","佐賀県",2538,43,2505,23,1,33,52950,"JP-41"
"Nagasaki","長崎県",3051,146,2837,68,1,0,117671,"JP-42"
"Kumamoto","熊本県",6393,185,6100,108,11,0,80282,"JP-43"
"Oita","大分県",3467,92,3316,59,3,0,157369,"JP-44"
"Miyazaki","宮崎県",3056,36,2983,27,2,10,43591,"JP-45"
"Kagoshima","鹿児島県",3569,190,3364,33,2,18,107325,"JP-46"
"Okinawa","沖縄県",19404,2266,16985,159,78,6,232351,"JP-47"
