"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",46457,2566,42318,1428,13,145,882523,"JP-01"
"Aomori","青森県",2850,206,2612,32,0,0,58483,"JP-02"
"Iwate","岩手県",2145,188,1910,47,0,0,96266,"JP-03"
"Miyagi","宮城県",10463,639,9670,91,6,63,177186,"JP-04"
"Akita","秋田県",1073,71,981,21,2,0,17804,"JP-05"
"Yamagata","山形県",2331,216,2068,47,2,0,73306,"JP-06"
"Fukushima","福島県",6400,858,5380,162,10,0,323586,"JP-07"
"Ibaraki","茨城県",14045,1861,12014,170,20,0,35004,"JP-08"
"Tochigi","栃木県",9216,1311,7817,88,16,0,358573,"JP-09"
"Gunma","群馬県",9747,1147,8445,155,7,0,221885,"JP-10"
"Saitama","埼玉県",64759,13437,50468,854,75,0,1132283,"JP-11"
"Chiba","千葉県",55425,7282,47407,736,52,0,815688,"JP-12"
"Tokyo","東京都",245219,35906,207003,2310,150,0,2910857,"JP-13"
"Kanagawa","神奈川県",94894,12479,81411,1004,137,0,1224026,"JP-14"
"Niigata","新潟県",4477,616,3807,54,7,0,203665,"JP-15"
"Toyama","富山県",2534,321,2175,38,4,0,84658,"JP-16"
"Ishikawa","石川県",5677,922,4634,118,11,3,140856,"JP-17"
"Fukui","福井県",1825,284,1505,36,1,0,83932,"JP-18"
"Yamanashi","山梨県",2666,357,2293,21,0,5,76621,"JP-19"
"Nagano","長野県",5647,415,5208,94,0,70,233083,"JP-20"
"Gifu","岐阜県",10095,362,9544,189,4,0,302793,"JP-21"
"Shizuoka","静岡県",11978,1690,10131,157,6,0,465943,"JP-22"
"Aichi","愛知県",55761,2693,52056,1012,12,0,938412,"JP-23"
"Mie","三重県",6210,598,5654,114,6,156,164729,"JP-24"
"Shiga","滋賀県",6589,661,5834,94,5,0,176457,"JP-25"
"Kyoto","京都府",19918,1764,17634,249,50,271,321775,"JP-26"
"Osaka","大阪府",121294,9883,107629,2731,366,1051,2561578,"JP-27"
"Hyogo","兵庫県",46264,2924,42021,1320,28,1,572230,"JP-28"
"Nara","奈良県",9628,704,8791,133,11,0,191995,"JP-29"
"Wakayama","和歌山県",3208,271,2814,49,18,74,46908,"JP-30"
"Tottori","鳥取県",970,308,641,3,1,18,104103,"JP-31"
"Shimane","島根県",795,93,700,2,1,0,37500,"JP-32"
"Okayama","岡山県",8848,599,7812,127,3,310,189599,"JP-33"
"Hiroshima","広島県",12624,488,11824,179,7,133,594849,"JP-34"
"Yamaguchi","山口県",3420,179,3161,80,0,0,133190,"JP-35"
"Tokushima","徳島県",1848,86,1699,63,1,0,74719,"JP-36"
"Kagawa","香川県",2524,316,2178,32,1,2,97106,"JP-37"
"Ehime","愛媛県",3140,267,2796,77,4,0,109084,"JP-38"
"Kochi","高知県",2176,114,2033,29,6,0,65108,"JP-39"
"Fukuoka","福岡県",43723,5152,37293,537,11,741,954425,"JP-40"
"Saga","佐賀県",2948,223,2687,24,0,14,67666,"JP-41"
"Nagasaki","長崎県",3730,345,3316,69,0,0,139972,"JP-42"
"Kumamoto","熊本県",7728,823,6784,121,4,0,88575,"JP-43"
"Oita","大分県",3890,266,3560,64,0,0,192524,"JP-44"
"Miyazaki","宮崎県",3398,222,3150,27,1,1,46942,"JP-45"
"Kagoshima","鹿児島県",4317,354,3892,39,0,32,122724,"JP-46"
"Okinawa","沖縄県",28167,4580,23287,239,79,61,296244,"JP-47"
