"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",41110,2053,37789,1369,25,101,763360,"JP-01"
"Aomori","青森県",2455,21,2403,31,0,0,49382,"JP-02"
"Iwate","岩手県",1643,58,1539,46,2,0,82963,"JP-03"
"Miyagi","宮城県",9085,63,8928,87,4,7,154372,"JP-04"
"Akita","秋田県",787,27,740,20,1,0,14508,"JP-05"
"Yamagata","山形県",2020,23,1950,47,3,0,64402,"JP-06"
"Fukushima","福島県",4803,107,4535,161,5,0,272553,"JP-07"
"Ibaraki","茨城県",10315,202,9951,162,5,0,33116,"JP-08"
"Tochigi","栃木県",6857,186,6590,81,12,0,280890,"JP-09"
"Gunma","群馬県",8013,65,7797,151,8,0,189483,"JP-10"
"Saitama","埼玉県",45785,896,44062,827,21,0,948563,"JP-11"
"Chiba","千葉県",39463,967,37795,701,19,0,662404,"JP-12"
"Tokyo","東京都",170375,3590,164572,2213,44,0,2463348,"JP-13"
"Kanagawa","神奈川県",65962,1475,63548,939,40,0,1014109,"JP-14"
"Niigata","新潟県",3390,58,3285,47,3,0,165410,"JP-15"
"Toyama","富山県",2026,74,1915,37,2,0,71856,"JP-16"
"Ishikawa","石川県",3922,62,3743,114,1,3,118892,"JP-17"
"Fukui","福井県",1180,114,1032,34,0,0,63899,"JP-18"
"Yamanashi","山梨県",2019,218,1780,21,0,0,50098,"JP-19"
"Nagano","長野県",5002,79,4907,91,1,75,198438,"JP-20"
"Gifu","岐阜県",9401,140,9076,185,8,0,264946,"JP-21"
"Shizuoka","静岡県",9092,287,8656,149,4,0,392433,"JP-22"
"Aichi","愛知県",50575,1474,48158,943,43,0,808212,"JP-23"
"Mie","三重県",5206,79,5154,110,4,137,137890,"JP-24"
"Shiga","滋賀県",5518,154,5274,90,5,0,146778,"JP-25"
"Kyoto","京都府",16499,204,16038,236,15,21,277206,"JP-26"
"Osaka","大阪府",102714,1523,97754,2624,187,813,2065081,"JP-27"
"Hyogo","兵庫県",40759,338,39148,1275,28,2,496779,"JP-28"
"Nara","奈良県",8208,154,7927,127,8,0,164823,"JP-29"
"Wakayama","和歌山県",2666,13,2546,49,3,58,41497,"JP-30"
"Tottori","鳥取県",466,2,455,2,0,7,81445,"JP-31"
"Shimane","島根県",551,4,546,1,1,0,29236,"JP-32"
"Okayama","岡山県",7582,139,7302,125,4,16,158467,"JP-33"
"Hiroshima","広島県",11424,244,10983,167,12,30,534171,"JP-34"
"Yamaguchi","山口県",3117,83,2960,74,1,0,119622,"JP-35"
"Tokushima","徳島県",1653,12,1578,63,0,0,63662,"JP-36"
"Kagawa","香川県",2085,30,2030,30,2,5,84058,"JP-37"
"Ehime","愛媛県",2750,16,2659,75,3,0,93808,"JP-38"
"Kochi","高知県",1763,99,1640,24,4,0,10972,"JP-39"
"Fukuoka","福岡県",35306,764,33997,516,25,29,813689,"JP-40"
"Saga","佐賀県",2549,11,2548,24,0,34,55469,"JP-41"
"Nagasaki","長崎県",3123,73,2981,69,0,0,121850,"JP-42"
"Kumamoto","熊本県",6457,83,6261,113,8,0,81251,"JP-43"
"Oita","大分県",3487,45,3380,62,1,0,164620,"JP-44"
"Miyazaki","宮崎県",3070,15,3018,27,0,10,43933,"JP-45"
"Kagoshima","鹿児島県",3643,79,3562,38,1,36,109764,"JP-46"
"Okinawa","沖縄県",20328,1504,18659,171,66,6,245544,"JP-47"
